dialect	standard
으음  그 인자 한창 그래 알코나머 인자 막 그 시간쩍 그러고 나먼 인자 막 더우가 올라와요	그 이제 한창 그렇게 앓고 나면 이제 막 그 시간씩 그러고 나면 막 더위가 올라와요
아하  여리 올라와요	열이 올라와요
사라미 더워따 추워따가	음 사람이 더웠다 추웠다가
기우니 기냥 다 빠지게 셍겐네요	기운이 그냥 다 빠지게 생겼네요
긍깨 그 함번허고 나머 여름철 그냥 사람 맥빠진다고 그러고	그러니까 그 한번 하고 나면 여름철 그냥 사람 맥빠진다고 그러고
그다으메 홍지니요 홍지는	그 다음에 홍역은요 홍역은
홍지니 내나 그거이지	홍역이 내나 그것이지
에들한테 이뜽거 아니여요 홍진 호녁	애들한테 있던 것 아니예요 홍역 홍역
호녁	아 홍역
그거또 또 또들또들또드래이 그래요	그것도 또도톨도톨하게 그래요
홍진도	홍역도
거또 여리나	그것도 열이 나
거또 여리나고	아 그것도 열이 나고
거또 여리나서 그냥 아가 그냥 불링그락거테	예 그것도 열이 나서 그냥 아기가그냥 잉걸불 같아
그냥 이비 막 헤지고	그냥 입이 막 헤지고
음  시방 홍역 주사가 이싱깨 그만 나아 뿌리고	시방 홍역 주사가 있으니까 그만나아 버리고
그러조 예방이	그러지요 예방이
그다으메 어리네드리 이러케 보리 이러케 쏙	그 다음에 어린애들이 이렇게 볼이 이렇게 쑥
볼치기	볼거리볼치기는 볼거리의 방언형
볼치기	볼거리
예  보리 좀 부짜나요이	볼이 좀 붓잖아요
그거슨증상이 어떵가요그냥 볼만 분나요 그 아푼데가 인나요	그것은증상이 어떤가요 그냥 볼만 붓나요그 아픈 데가 있나요
아휴 보리 부서서 한쪼기 요러치요 막	아휴 볼이 부어서 한 쪽이 이렇지요막
그 대리보문 막 뜨근뜨근해요 여리 올라가꼬 여가 벌그레이 요래	그 만져 보면 막 뜨근뜨근해요 열이 올라가지고 여기가 벌겋게 이렇게
그럼 그걸 어떠케야 난는데요	음 그럼 그걸 어떻게 해야 낫는데요
글쩨는 인자 베니신 주사르 가서 마치요	그럴 때는 이제 페니실린 주사를 가서 맞혀요
열 내리는 주사를	열 내리는 주사를
페니실리느로	페니실린으로
베니신 이라고 그 주사를 마치고 또 그래도 얼릉 안갈리가문 인자 먼 야래 먼야글 핸능가 모르거따 먼 야글 핸는디	페니실린이라고 그 주사를 맞히고 또 그래도 얼른 안 내려가면 이제 무슨 이렇게 무슨 약을 했는지 모르겠다 무슨 약을 했는지
어디 장터 어디 강깨로 거 그리 말고 노랑조시	어디 장터 어디 가니까 그 그리말고 노른자
계란 노랑조시에다가 힌조시 빼뿔고 노랑조시에다가 소그믈 여라데요	계란 노른자에다가 흰자빼 버리고 노른자에다가 소금을 넣으라데요
소그믈 여가꼬 헤 저싱깨로 소그믈 여먼 자꾸 데저요	소금을 넣어가지고 휘휘 저으니까 소금을 넣으면 자꾸 돼져요
데지먼 인자 그거를 인자 문쫑우에다가 저네 창호지	돼지면 이제 그것을 이제문종이에다가 전에 창호지
창호지를 인자 쪼깐허이 요리 짤라가꼬 그거이에라가 요리 페가꼬 볼라농깨로그거이 또 야기데	창호지를 이제 조그맣게 이리 잘라가지고 그것에다가 이리 펴가지고 발라 놓으니까 그것이 또 약이데
오 볼치기 야기에요	오 볼거리 약이에요
하 노랑조시에다가	하노른자에다가
노랑조 조시에다가 소그믈 여가꼬 저싱께 자꾸 여 데지데요	예 노른자 자에다가 소금을 넣어가지고 저으니까 자꾸 돼지데요
그럼 인자 수꾸라글 가 글거가꼬	그럼 이제 숫가락을 가지고 긁어가지고
짝 까라가꼬 딱 부치농깨로 그거또 야기로 나떼	쫙 깔아가지고 딱 부쳐 놓으니까 그것도 약으로 낫데
네  주사르 마치서 나산능가	주사를 맞혀서 나았는지
그거이 야기라고 그래서 나산능가 나떼요	그것이 약이라고 그래서 나았는지 낫데요
그러고 나머 애기드리 빼뺃 얘비저요 그거또 허고 나먼 볼치기도 허고 나먼	그리고 나면 아이들이 빼빼 야위어져요 그것도 하고 나면 볼거리도볼치기는 볼거리의 방언형 하고 나면
고놈 보데껴 가지고	그것 보대껴가지고
여리 나고 그렁깨	예 열이 나고 그러니까
에 저 봉사는 누니 암보이는 사람 아님니까	예 저 봉사는 눈이 안 보이는 사람 아닙니까
근데 누니 암보이는데도 누니 암보이는 그 이저네 먼 병을 아라께찌요 눔뼝을이 어쩌다가 누니	그런데 눈이 안 보이는데도 눈이 안 보이는 그 이전에 무슨 병을 앓았겠지요 눈병을 어쩌다가 눈이
모르지요 어짼는지 그렁거는	모르지요 어쨌는지 그런 것은
고건 치료 방버비 엔나레도 치료가	그건 치료 방법이 옛날에도 치료가
우리 저 친정에 거 우리 칭구 주구매가 그래가꼬 드러안잔는디	우리 저 친정에그 우리 친구 저희 엄마가 그래가지고 들어앉았는데
더드마서도 영 이를 잘헌다네요	더듬어서도 영 일을 잘 한다네요
안보여도	안 보여도
더드마서	예 더듬어서
으음 인 잘 아는 근처는 외우고 이찌요	으음 이제 잘 아는 근처는 외우고 있지요
인자	이제
외우고 이씽깨 그렁가 어쩡가 뭗 메느리가 어디든 나가뿌리도 멀 잘 차자다 무꼬 그런다데요	외우고 있으니까 그런지 어쩐지 뭘 며느리가 어디든 나가 버려도 뭘 잘 찾아다 먹고 그런다네요
집 아네서는	집 안에서는
익쑥하니까 세로운디 가먼 인자 모타고	익숙하니까 새로운 곳 가면 이제 못하고
인자 인제	이제 이제
방에만 드러 안자씽깨	방에만 들어앉아 있으니까
말리거튼디 그런디 나오고 냉장고에서도 멀 더드마서따 가따 무꼬 근다 그래싸테	마루 같은 데 그런 데 나오고 냉장고에서도 뭘 더듬어서 가져다 먹고 그런다 그래쌓데
그다으메 엔나레 무당 이런 사람들 와가지고 병 고친다고 그렁거 보셔써요 어떤지븐 보통 불러다가 허자나요 굳허고이	그 다음에 옛날에 무당 이런 사람들 와가지고병 고친다고 그런 것 보셨어요 어떤 집은 보통 불러다가 하잖아요 굿하고
꼭 구드 구슬허고 그러지마네도 그래서 곤칭는가 어짼능가 그러고 나먼 모도 난는다고 모도 그러싸틈만	꼭 굿을 굿을 하고 그러지마는 그래서 고쳤는지 어쨌는지 그리고나면 모두 낫는다고 모두 그래 쌓더구만
몰라요 혀를 차며 나는 손 암비벼바써요	몰라요  나는 손 안 비벼 봤어요
근데 어떤 지븐 그렁걸 조아하는 지비 이찌요	예 그런데 어떤 집은 그런것을 좋아하는 집이 있지요
이 정월되문 이 요 요새 막 집찜마동 뚜드릴꺼여	이 정월 되면 이 요 요새 막집집마다 두드릴 거야
갈궁치고 다닝거	아 걸립 치고 다니는 것
떠개노코	떡 해 놓고
서레 떠글 쪼까만 한다 그래요 저저그 안택올때	설에 떡을 조금만 한다 그래요 저기 안택 올 때
음  헌다허고 그거 인자 안태기라고 지비서 그 나를 바다가꼬 점재이한테 가 저믈 해가꼬 언제 며친날 우리집 뚜디리 도라고	한다 하고 그것 이제 안택이라고 집에서 그 날을 받아가지고 점쟁이한테 가서 점을 해가지고 언제 몇 일 우리집 두드려 달라고
그러무 와서 인자 뚜드리고 뚜드리문 또 점재이 반치나 줘부리고	그러면 와서 이제 두드리고 두드리면 또 점쟁이 반이나 줘 버리고
욕씸 마는 점재이는 머 쌀도 마니 나라 머 머또 떡또 마니 나라 우째가 싹 싸질머지고 가고	욕심 많은 점쟁이는 뭐 쌀도 많이 놔라 뭐 뭐도 떡도 많이 놔라 어째서 싹싸서 짊어지고 가고
정워레 점쟁이 불러다가 그러케 하는 데도 이꼬	아 정월에 점쟁이 불러다가 그렇게 하는 데도 있고
보르마네	보름 안에
응 보르마네이	응 보름 안에
또 인제어떤 막 정심뼝이 이따거나 막 그런 사람드른 구테가지고 막 막 할	또 이제어떤 막 정신병이 있다거나 막 그런 사람들은 굿해가지고 막 막 할
귀신 드러따고	귀신 들었다고
그람 막 메에도 가서 뚜두리고	그럼 막 묘에도 가서 두드리고
어디요 메 메	어디요 묘 묘
무다니 귀신드러따고 머 저쩌그문 선조들 메에 가서 뚜두리고	괜히 귀신 들었다고 뭐 걸핏하면 선조들 묘에 가서 두드리고
으으음  머 니가 드러서 이런다 그러고 머를 잘몯 해줘서 그런다 그러고 인자 점재이 마레게야 이찌요	뭐 네가 들어서 이런다 그리하고 뭐를 잘못 해 줘서 그런다 그리하고 이제 점쟁이 말하기에 달렸지
그러고 저 네거리에 가서 또 뭐 그사람 오슬 뭐 가따가 또 꼬실라 주고 어쩌고머 막 그래싸트만 우는 그렁거 안해바는 몰라요 놈 허능 검만 봐찌	그리고 저 네거리에가서 또 뭐 그 사람 옷을 뭐 가져다가 또 불살라 주고 어쩌고뭐 막 그래 쌓더니마는 우리는 그런 것 안 해 봐서 몰라요 남 하는 것만 봤지
네 약초 캐기  또 진상은 사니 주위에 만차나요이	또 진상은 산이 주위에 많잖아요
예  그르니까 약초가틍거 쫌 케고 그러셔써요	그러니까 약초 같은 것 좀 캐고 그러셨어요
삽초 또 머 항가꼬	삽초 뭐 엉겅퀴
머 저렁걸 캐다 모도 막 쌀마 무꼬 그래땁떼	뭐 저런 걸 캐다 모두 막 삶아 먹고 그랬다고 하데 삽초는 어떠 어디 아푼데 쓰나요 삽초는 어떠 어디 아픈 데 쓰나요
몰라요 나능 그렁걷 머 제처레 댕이니라고 안해 반는디	몰라요 나는 그런 것뭐 광양제철에 다니느라고 안 해 봤는데
할메드리 그렁걸 캐다가 막 소테다가쌀마가꼬 무를 마시고 날리를 치데요	할멈들이 그런 걸 캐다가 막 솥에다가 삶아가지고물을 마시고 난리를 치데요
그레요	그래요
나는 나 살기가 복짜배가꼬 돔벌라고만 애를 써쩨	나는 나 살기가 복잡해가지고 돈 벌려고만 애를 썼지
으음음 그런 약초에 데해서는 관시미 업써꾸마뇨	으음음 그런 약초에 대해서  는 관심이 없었구먼요
또 모캐러 가는 사라미 저 하동 자아 가먼 거 캐다가 즈저그 막 다라이 거튼디 노코 폴먼 인자 거 그거 면무더리 사다가 쌀마 무꼬	또 뭐 캐러 가는 사람이 저 하동장에 가면 그 캐다가 저 저기 막 넓은 대야 같은 데놓고 팔면 이제 그 그거 몇 무더기무더리는 무더기의 방언형 사다가 삶아 먹고
머 돌가지 대추 골고루 골가래 저으저저 참꼬뿌렝이	뭐 도라지 대추 고루고루고루고루 저기 저 진달래 뿌리  캐다가 막 쌀마가꼬 거따가 담바블 해 뭉는 사람 머 머 어쩌고 해싸튼만 그래서 멩이 징가 멩이 진사람 쌔야씹띠다 웃음 캐다가 막 삶아 먹고 거기에다가 식혜를단밥은 식혜의 방언형 해 먹는 사람 뭐 뭐 어쩌고 해 쌓더구마는 그래서 명이 긴지 명이 긴 사람 쌨습디다
자 그다으메 엔나레는 인제 설 보름 머 머 달마다	자 그 다음에 옛날에는 이제 설 보름 뭐 뭐 달마다
머시 다 이짜나요 그레가지고 헹사 그떼마다 머 머 특뼈라게 어뜨 이 하는 이리 이꼬 그러자나요	뭐가 다 있잖아요 그래가지고 행사 그때마다 뭐 뭐 특별하게 어뜨 이 하는 일이 있고 그러잖아요
그렁걸 다 해가꼬	그런 걸 다 해가지고
하문 그러지요	하면 그러지요
자 함 그거슬 인자 거 하나씩 하나씩 함번 예서 설	자 한 그것을 이제 그 하나씩 하나씩 한 번 여기서 설
서리믄 지그믄 인자 마니 풍스비 달라저찌마는	설이면 지금은 이제 많이 풍습이 달라졌지마는
엔날 정월 보 초하루 여기 서리믄	옛날 정월 보 초하루 여기 설이면
서떨 그뭄날 저녀게 밥 채리노코	섣달 그믐날 저녁에 밥 차려 놓고
서떨 그뭄날 밥 바블 체려놈니까	섣달 그믐날 밥 밥을 차려 놓습니까
걸게 해가꼬	예 걸게 해가지고
오  제사를 모시요	제사를 모셔요
그레요	그래요
저 예나 정월 초하린나른 떠꾸끼리노코	저  정월 초하루는 떡국 끓여 놓고
제사는 차레는	아 제사는 차례는
그뭄날 저녀게 허고	그믐날 저녁에 하고
그걸 머라고 그레요 무슨 고거이 이르미 이씀니까 서딸 그뭄나레 하능 거 보고	그걸 뭐라고 그래요 무슨 그것이 이름이 있습니까 섣달 그믐날에 하는 것보고
인자 제사 모신다 그러지요	이제 제사 모신다 그러지요
제사모신다고 그레요	제사모신다고 그래요
글고요	아 그리고요
제사 모시고 인자 또 정월 초하린날 인자 또 떠꾸끼리노코 또 제사 모시고	제사 모시고 이제 또 정월 초하룻날 이제 또 떡국 끓여 놓고 또 제사 모시고
또보르메 하고	또 보름에 하고
보르메는 주로 멀 함니까	보름에는 주로 뭘 합니까
보르멘 또 인제 찰밥 오곡빱 해노코 인자	보름엔 또 이제 찰밥 오곡밥 해 놓고이제
또 채리노코	또 차려 놓고
음식은 인제 보르메 체려 노치마는	음식은 이제 보름에 차려 놓지마는
또 서우레는 서울 쪼게는 이렁게 이떼요 거 딱딱한 머 땅콩이나 이렁걸 가따가 께 멍는 보르메	아 또 서울에는 서울 쪽에는 이런 게 있데요 그 딱딱한 뭐 땅콩이나 이런 걸 가져다가 깨어 먹는 보름에
그 여기도 그렁게 이씀니까	여기도그런 게 있습니까
그냥 여는 오곡빱 해요	그냥 여기는 오곡밥 해요
오곡빱 허지요이	오곡밥 하지요
오곡빱 허고 또 새 쪼꼬 보름날	오곡밥 하고또 새 쫓고 보름날
세쫀는 날 어떠케 어디가서 세쫀능가요	
세쫀는 날 어떠케 어디가서 세쫀능가요	새 쫓는 날 어떻게 어디 가서 새 쫓나요
새보게 인자 또 모닥뿔 나 노코	새벽에 이제 또 모닥불 놓아 놓고
인자 새쪼꼬	이제 새 쫓고
세보게 어디다 모닥뿔 피어요	새벽에 어디에다 모닥불 피워요
저지 암데라도 마당에 어디 해노코는 막 새쫀는다고 우여 우여	저기아무 데라도 마당에 어디 해 놓고는 막 새 쫓는다고 우여 우여
오 그거이 무슴 마리까요 웨 그러까요	오 그것이 무슨 말일까요 왜 그럴까요
또 더우 포라뭉는다고 또 내더우 허고	또 내 더위 팔아 먹는다고 또 내더위하고
그러조이	예 그러지요
니더우 네더우이 더우 포라 뭉는다고이	네 더위 내 더위 더위 팔아 먹는다고
그다으메 또 그거 허션 나 나무지베 머 찰밥또 이러케 돌라서 머끼도 하고	그다음에 또 그것 하셨 남 남의 집에 뭐 찰밥도 이렇게 훔쳐서 먹기도 하고
인제 조레르 가꼬 어드로 댕기요	이제 조리를 가지고얻으러 다녀요 어드로 뎅긴다 조레로얻으러 다닌다 조리로
조레르 가꼬	예 조리를 가지고
집찜마동 어드로 댕겨	집집마다 얻으러 다녀
웨 어드로 다닐까요 웨	음 왜 얻으러 다닐까요 왜
더우 파라 뭉는다고 인자 그러 인자 가문	더위 팔아 먹는다고 이제 그러 이제가면
조레를 가꼬 어드로 가문	조리를 가지고 얻으러 가면
머시야그러먼 대다믈 허먼 내더우 그러먼 더우 인자 그지비서 더우 포라멍는다 허고	뭐야 그러면 대답을 하면 내 더위 그러면 더위 이제 그 집에서 더위 팔아 먹는다고 하고
그러고	아 그러고
인자 몬자부린 사라미 인자 대다블 허먼 인자 엽 더우를 포라뭉능거이고 근다고	이제 먼저 부른 사람이 이제 대답을 하면 더위를 팔아 먹는 것이고 그런다고
으음  동네들 끼리도 뭐 헹사가 인나 노 노리가 이씀니까 이 중네하고 저 동네하고머그먼 저기를 헌다덩가	동네들끼리도 뭐 행사가 있나 노 놀이가 있습니까 이 동네하고저 동네하고 뭐 그러면 저기를 한다든지
달집 진는 거이지	달집 짓는 것이지
달찜 진는다고	달집 짓는다고
동네마동	예 동네마다
달찌픈 어떠케 진는	달집은 어떻게 짓는
인자 미테다가 인자 집 꺼틍걸 마니 여코 대 쩨다가 인자 세워가꼬 지블 맹그러가꼬 요리 해	이제 밑에다가 이제 짚 같은 걸 많이 넣고 대 베다가 이제 세워가지고 집을만들어가지고 이리 해
인자 거따 인자 또 소를 베다가 또 인자	이제 거기다 이제 또 소나무를 베다가또 이제
해가꼬 그래 인자 꼬시리능 거 인자	해가지고 그래 이제 불사르는 거야 이제
보르메 달리 뜨문 인자 볼보롬허니 뜨문 인자 거따 소원 빌지요 젝쩨금 인자모 자석한테 허구잔 사람 머 뉘한테 허구잔 사람 들매김성	보름에 달이 뜨면 이제 불그스레하게 뜨면 이제 거기에다 소원 빌지요 각자 이제 뭐 자식에게하고 싶은 사람 뭐 누구한테 하고 싶은 사람 들먹이면서
그사람 오슬 가따가거따가 여노코 인자 막 저를 허고 막  이라가꼬 저를 허고 그래요	그 사람 옷을가져다가 거기에다가 넣어 놓고 이제 막 절을 하고 막  이리해 가지고 절을 하고 그래요
달찝 달찌블 인제	어 달집 달집을 이제
올해도 허꺼이네요 저저저 그러먼 인자 동네 인자 집찜마동 인잗 동네똔 헌다고	올해도 할 거예요 저 저 저 그러면 이제 동네 이제 집집마다 이제 동넷돈 한다고
머 마눤 내는 사이 이마눤 내는 사람 머 직쩌금 이냐 성이껃 내먼 그놈 가꼬인자 동네또네 씨고 그래요	뭐 만원 내는 사람 이만원 내는 사람 뭐 각자 그냥 성의껏 내면 그것 가지고 이제 동넷돈에 쓰고 그래요
지금도 함니까 헹사가	아 지금도 합니까 행사가
달찝 테운다고	달집 태운다고
장녀네는 재화이 재화니 지비서 또 오신 소님드리	작년에는 재환이 재환이 집에서 또 오신 손님들이
어허  인자 질띠가 엄써가서 그 아페 거그 논 한나이 논 인는디 거따가 지으가꼬	이제 지을 데가 없어서 그 앞에 거기 논 하나 논 있는데 거기에다가지어가지고
아하    사람 마니 구경하러 가써요	사람 많이 구경하러 갔어요
거 지으가꼬 그냥 재화니 지비 오는 소님드르 모도 막 저녀게 차가 메때가 오고 막 그래가 그러고	어 그 지어가지고 그냥 재환이 집에 오는 손님들은 모두 막저녁에 차가 몇 대가 오고 막 그래가지고 그러고
또 멘장이 댕김서롱 또 동네마동 또 돈 주고 다뭄 머 이마넌 쎄기라도 주고 가고 자 또 머 성거에 날 싸람덜또 와서 또또 한닙썩 쩌 주고 가고	또 면장이 다니면서 또동네마다 또 돈 주고 다만 뭐 이만 원씩이라도 주고 가고 이제또 뭐 선거에 나갈 사람들도 와서 또 또 한 잎씩 주고 가고
장녀네는 풍성헨네요	작년에는 풍성했네요
그니깐 그러케 노능거시 에 에	그러니까 그렇게 노는 것이
매고치고	풍물놀이 하고
메구치고이	풍물놀이하고
보르미 젤로 거 머시 만네요이 보름나리	보름이 제일 그 뭐야 많네요 보름날이
정월 보름떼면	정월 보름 때면
인자 동네 싸람드리 천는디 인자 저저 데모난 디로부터서는	이제 동네 사람들이 쳤는데 이제 저 저 데모난 뒤로부터서는
재화니 지비서 인자 메고꾼들 소리해요	재환이 집에서 이제 풍물놀이꾼들 소리 해요
메고꾸는 어디서 와요	풍물놀이꾼은 어디서 와요
몰라요 어이서 오능고	몰라요 어디서 오는지
이 동네 싸람 아니고	이 동네 사람 아니고
오  금 사라미 와서 그런 사람드리 오문 인자 재화니 지비서 인자 대지대지머리 인자 사가꼬 인잗 몬추믄 내난는디 장녀네는 또 우리 동네서 또 해가꼬 또 대지 제쌍 채리는디 또 노코	그런 사람이 와서 그런 사람들이 오면 이제 재환이 집에서 이제 돼지 돼지머리 이제 사가지고 이제 먼저는몬춤은 먼저의 방언형 내어 놓았는데 작년에는 또 우리 동네서 또 해가지고 또 돼지 제사상 차리는 데 또 놓고
거따가 머 도늘 물리고  주를 처노코 또 도늘 바다서 거딱 걸 주레다가끼고	거기다가 뭐 돈을 물리고  줄을 쳐 놓고 또 돈을 받아서 거기다가 그걸 줄에다가 꿰고
그러먼 인자 또 머 동네 사우되는 사암드리 먿 술도 바다 오는 사람 돈도 거는사람 또 과일도 사다 주는 사람	그러면 이제 또 뭐 동네 사위되는 사람들이 뭐 술도 받아오는 사람 돈도 거는 사람 또 과일도 사다 주는 사람
여러가지라에	음 여러가지예요
저네는	전에는
그래  여 동네 싸람드리 글먼 동네 싸람드리 메구칠리리엄네 다른데서 와버리면	이 동네 사람들이 그러면 동네 사람들이 풍물놀이 할 일이 없네 다른 데서 와 버리면
인자 저 진상 멘딴지에 모도 또 메고치는 사람 또 안인능가요	이제 저 진상면소재지에 모두 또 풍물놀이 하는 사람 또 있잖아요
절문삼들	젊은 사람들
인자 또 어이서 안 불러오문 인자 또 그런사람드리 치고 댕기고	이제 또 어디서안 불러오면 이제 또 그런 사람들이 치고 다니고
으음  어째뜽가네 메고 소리는 내대	어쨌든지 풍물 소리는 내데
그러지요이	그러지요
자 정워레는 그니깐 보르미꼬 정월 초하루 이꼬 그레가지고 놀고	자 정월에는 그러니까 보름 있고 정월 초하루 있고 그래가지고 놀고
다음 이워레는	다음 이월에는
바람 올리능 거이고	바람 올리는 것이고
아까 바람 올리능거 말씀	아까 바람 올리는 것 말씀  하셔쪼이 예하셨지요 예
사뭐레는	삼월에는
사뭐레는 또 삼진날 모도 또 멀	삼월에는 또 삼짓날 모두 또 뭘
거서 헌는디 시방 일허니라고 안해요	거기서 하는데 시방 일하느라고 안 해요
그니까 엔날 기여글 더슬리먼 삼진나레는 멀 하션나요	그러니까 옛날 기억을거스르면 삼짓날에 뭘 하셨나요
저네는 머 삼진날 인자 날 바다가꼬 인자 뭔 땓	전에는 뭐 삼짓날 이제 날 받아가지고 이제 무슨 때
동네사람드른 안해도 인자 직쩌금 인자 마음쩌그로 인자 삼진날 인자 조은나리라바다가꼬 인자 무슨 안택또허고 머 손도 비비고 그런 사람들 그럭허고	동네 사람들은 안해도 이제 각각 이제 마음으로 이제 삼짓날 이제 좋은 날이라 받아가지고 이제 무슨 안택도하고 뭐 손도 비비고 그런 사람들 그렇게 하고
그레요이	음 그래요
사워레는 인제 초파이리 인네요	사월에는 이제 초파일이 있네요
초팰른냐 모도 공디리러 가고 놀러 가고	초파일날은 이제 모두 공 들이러 가고 놀러 가고
이저 저레로 저레로 가능거이고 공 가 공드리러 가능거는	이제 절로 절로 가는것이고 공 가서 공 들이러 가는 것은
이따 가서 저레 가서 인자 젝쩌금 인자 소원 빌고	이따 가서 절에 가서 이제각각 이제 소원 빌고
인자 저 하동 송림 거튼디 그런디 인자 모도 모이지면 거그 가서 논닥허무 인자 거그 머 놀먼 인자 먿 모도 술찌메 지그믄 술찌미지머 술찌메 모도 춤치고 놀고 그런다고 온다요	이제 저 하동 송림 같은 데 그런 데 이제 모두 모여지면 거기 가서 논다고하면 이제 거기 뭐 놀면 이제 뭐 모두 술김에 지금은 술김이지 뭐 술김에 모두 춤추고 놀고그런다고 온대요
여기는 어떤 절로 감니까	여기는 어떤 절로 갑니까
이제 젝쩌금 인자젝쩜 민는 저리 다 따로 안 인능가요	이제 각각 이제 각각 믿는 절이 다 따로 있잖아요
그레요이	음 그래요
초페른 그러케 저레가고 놀고이	초파일은 그렇게 절에 가고 놀고
오워레는	오월에는
인자 다논나리제	이제 단오날이지
다논나른 지 지그믄 다논나른 안세지마는 혹시 엔나레 기여기 이씀니까 다노	단오날은 지 지금은 단오날은 안 쇠지마는 혹시 옛날에 기억이 있습니까 단오
다논날 머 어디 저저그 하동 송리거튼디 그런디	단오날 뭐 어디 저 저기 하동송림 같은 데 그런 데
막 계를 해가꼬	막 계를 해가지고
거그 가서하동 송리메 그네가 이꺼등요	거기 가서 하동 송림에 그네가 있거든요
송리 송리미라는 데가 소나무 수피꼬	송림 송림이라는 데가 소나무 숲이 있고
그러는데 말하는	그러는 데 말하는
예요  그 하동그 다리까에 거 다리미테 거그	그 하동 그 다릿가에 그 다리 밑에 거기
거그가서 막 메고치고 놀고	거기 가서 막 풍물하고 놀고
젝쩜 동네 인자 계를 해가꼬 거 가서 인자 그런날 놀고 오고 그래써요	각각동네 이제 계를 해가지고 거기 가서 이제 그런 날 놀고 오고 그랬어요
아 여기는 하동으로 마니 놀로가네요이	음여기는 하동으로 많이 놀러 가네요
저도 그쪼그로 함번 가바야데겐네 하루는  어떠케그냥 가바야겐네 에 그네도 띠고	저도 그쪽으로 한번 가 봐야 되겠는데 하루는  어떻게 그냥 가봐야겠네그네도 뛰고
그 하동 거그 가먼 그네 종거 메나써요	예 그 하동 거기 가면 그네 좋은것 매어 놨어요
지그믄 인능가 몰라 난 거그 안가본자 여러해 대써	지금은 있는지 몰라 난거기 안 가 본 지가 여러 해 됐어
저네는 그 놀로 계를 해가꼬 거그 놀로도가고	전에는 그 놀러 계를 해가지고 거기 놀러도 가고
막 함복입꼬 가서 다논나리라 그네 탠다고 그냥 계를 해가꼬 안 놀고 오고 그랜는디 그	막 한복 입고 가서 단오날이라 그네 태운다고 그냥 계를 해가지고 놀고 오고 그랬는데
모래바테 막 다름치기 하고	모래밭에 막 다름박질 치기 하고  다름치기 해아꼬 비누 메짱썩 따고 막 그냥 다름박질 치기 해가지고 비누 몇 장씩 타고 막 그냥
동네서 그리 장나늘이루고 그랜는디 지그믄야가가꼬	동네서 그렇게 장난을 하고 그랬는데 지금은 약아가지고
야가가꼬	약아가지고
야가가꼬 젝쩌금 살림만 살라하오 도니나 벌락 허고 누늘 까고 그러지 머	약아가지고 각각 살림만 살려 하고 돈이나 벌려고 하고 눈을 까고 그러지 뭐
유월 처른요 다노 다음 유월	유월철은요 단오 다음 유월
유두	유두
유두 유두 때는 머 함니까	유두 유두 때는 뭐 합니까
유두제 안지내요	유두제 지내잖아요
유두제	유두제
엄  저네는 유두주 지낸다고 또 떡해가꼬 논 물끼미테 또 떡 가따가 부꼬 채리노코	전에는 유두제 지낸다고 또 떡 해가지고 논 물꼬 밑에 또 떡 가져다가 붓고 차려 놓고
논 물꼬 인는데다가	논 물꼬 있는 데다가
물뀌에 물드러가는 물뀌에	예 물꼬에 물 들어가는 물꼬에
거따떠글가따노코 그래따여	거기다 떡을 가져다 놓고 그랬대요
오  유두제라고	유두제라고
고 거기또 거그 구신한테 또	그 거기 또 거기 귀신에게 또
거 구신 달개능거 그거또	그 귀신 달래는 것 그것도
달개는 거조	달래는 거지요
유두제	유두제 음
그다믄 치워른	그 다음은 칠월은
백쭝	백중
백쭝	백중
머심들 설랄	머슴들 설날
머심드른 인제 고셍헤따고	아 머슴들은 이제 고생했다고
긍개 그런 노래가 다 안인능가요	그러니까 그런 노래가 다 있잖아요
그러먼 머심드를 위헤서 먿 함니까 머 어떠게 음식 체려주고	그러면 머슴들을 위해서 뭐 합니까 뭐 어떻게 음식 차려 주고
인자 머심들 서리라고 하문 채리가꼬 인자 우리도 놀고 인자 머심들또 놀고 인자	이제 머슴들 설이라고 하면 차려가지고 이제 우리도 놀고 이제 머슴들도 놀고 이제
그래찌요	그랬지요
외나 추석뽀동 보름 저 치뤌 백쭝을 더 크게 세써요	오히려 추석보다 보름 저 칠월 백중을 더 크게 쇘어요
엔나레느뇨옛날에는요  추서근 써꼬지로 간다고 김 그거이 양식허러 가능거	
추서근 써꼬지로 간다고 김 그거이 양식허러 가능거	추석은 섶 꽂으러 간다고김 그것이 양식하러 가는 것
암 추석떼요	암 추석 때요
저 지리산 미테 그런디 가서 인자 써펄쩌가꼬	저 지리산 밑에 그런 데 가서 인자섶나무를 쪄 가지고
스무대지 인자 그거이 시방 마래자거트문	해장죽 이제 그것이 시방 말할 것 같으면
스무데	해장죽
대요	대요
가느소롬헌 대	가느스름한 대
으으음 막 가지 마이 낭거	막 가지 많이난 것
그걸 여긴 써피라 함니까	그걸 여기는 섶이라 합니까
거인자 산주기라 그래요	그 이제 산죽이라 그래요
산주기고	산죽이고
지그믄 여으가 깔바치 업써요	지금은 여기가 갈대밭이없어요
저네는 여으 방첨미테서부터 내리드리 처그	전에는 여기 저수지 밑에서부터 내리 저기
아하  광영꺼장 깔바치라요	광영까지 갈대밭이에요
