dialect	standard
일도 참말로 마나 베 그	일도 참말로 많아 베 그
베틀 그거쫌 말씀해 주이소언자 베짜능거예	베틀 그거 좀 말씀해 주십시오 인제 베 짜는 거요
그렁께언자 구러케 매가꼬 베를	그러니까 인제 그렇게 매 가지고 베를
실로가꼬 베를 매가꼬 마당에서 그리 불로피아가꼬인자	실을 가지고 베를 매 가  지고 마당에 그것을 불을 피워 가지고 인제
따딷허이재뿌레해가꼬인자 풀인자 그 미기서	따뜻하게 잿불에 해 가지고 인제풀 인제 그 먹여서
베트레다가 그그 머이고	베틀에다가 그 그 뭐니
도투마리에다가 이리이리리리 가마가꼬 자꾸	도투마리에다가 이리 이리 이리 감아 가지고 자꾸
그래가꼬언자 마다아서 내창 그래가꼬 몰랴가꼬	그래 가지고 인제 마당에서내 참 그래 가지고 말려 가지고
언잗 베트레다가그 거를언자 언저가꼬	인제 베틀에다가 그것을 얹어 가지고
걷 마당에 역써언자 그	그거 마당에 서 인제 그
베그거 맨등거 그거를언자 엉꼬	베 그거 만든 거 그거를 인제 얹고
차리고 머 잉에 걸고 머머 허고 막	차리고 뭐 잉앗대에 걸고 뭐 뭐 하고 막
이리미 열뚜 열뚜가지나 데능가 모르걷따 베차리라머	이름이 열두 열두 가지나되는지 모르겠다 베 차리려면
그래가꼬 잉에 걸고 잉에막 요리 거러야 막	그래 가지고 잉앗대에 막 요리 걸어야 막
발로 이리 끄 댕기리고 이리 막	발을 이리 끌어 댕기고 이리 막
발꿈치르 또 끼고 막 열고	발꿈치를 또 끼고 막 열고
베짤람 차말로먿 정신을 약깐 써야지	베 짜려면 참말로 뭐 정신을 많이 써야지
베트레 부기라능게 이써찌예	베틀에 북이라는 게 있었지요
북 읻찌요	북 있지요
부글 요리여야 또 요리 짜고	북을 요리 넣어야 또 요리 짜고
아페 요리짜능그는 즈즏	앞에 요리 짜는 거는 저 저
여리 부근언자 질쭈허이 해가꼬 요리 연능기고	이리 북은 인제 길쭉하게 해가지고 요리 넣는 것이고
그 염방 뱀매가꼬	그 연방 베를 매어 가지고
그 또 머이고	그 또 뭐니
요리 땡기는 그거는또머이고 아이	요리 당기는 그거는 또 뭐니 아이
오래대농께 내 다이리빋따	오래 되어 놓으니까 내 다 잊어 버렸다
흐리에하능거는 부태라캗슴니까	허리에 하는 거는 부태라고 했습니까
부태 부태	부태 부태
그는 와 함니까	그것은 왜 합니까
그걸해야 베를 짜요 그거 해야	그걸 해야 베를 짜요 그거 해야
구걸해야 시미 읻쩨	그걸 해야 힘이 있지
여 허리 요리 해가꼬	여기 허리 요리 해 가지고
거 베 거 베틀허고 전시 영기리 덴능데	그 베 그거 베틀 하고 전부 연결이 되었는데
영기리 데고	연결이 되고
또 발꿈치로가꼬 막 발로	또 발꿈치를 가지고 막 발로
이리 밀고 이리 땡기고	이리 밀고 이리 당기고
땡김서 또 베 요리 짜고	당기면서 또 베 요리 짜고
그때그 시늘 머슨시니라라캗심니꺼 머 철기시니라캗씀니까 머	끄대 그 신을무슨 신이라고 했습니까 뭐 철기신이라고 했습니까 뭐
철거덩 머 머또 익꼬 막	철거덩 뭐 뭐 또 있고 막
잉에걸고 머 걸고	잉아 걸고 뭐 걸고
잉에걸 뻐뻗허이 막 요리막 잉에 요리막 또 노프게 거러노코	잉아 걸 뻣뻣하게막 요리 막 잉아에 요리 막 또 높게 걸어 놓고
그 이리머 항가지 두가지가 아이구마 베틀찰라머	그 일이 뭐 한 가지 두 가지가아니지 베틀 차리려면
그러믄 요새치믄 한시간쭘 짜믄 베를 얼마나 짬니꺼	그러면 요새 치면 한 시간쯤 짜면 베를 얼마나 짭니까
그그는뇨 그귿똗	그거는요 그것도
잘짜능 사라믄 막 즈즈 오리막 한재두재 막	잘 짜는 사람은 막 저 저 요리 막 한자 두 자 막
이리언자 잘짜는 사라믈	이리 인제 잘 짜는 사람을
우리 어매는 저그 만날인잗	우리 어머니는 저기 만날 인제
그사라믈 언자 먿 싸글 주고	그 사람을 인제 뭐 삯을 주고
싸글 주고언자 베 잘짜는 사람 읻써거등 이 동네	삯을 주고 인제 베 잘 짜는사람이 있었거든 이 동네
동네 베잘짜는 사라미 이써 그래가꼬	동네 베 잘 짜는 사람이 있어 그래 가지고
아드른 막 영 아드른 막 마니	아이들은 막 영 아이들은 막 많이
여러시 나가꼬 양서근 함껃또 업꼬 그사래미	여럿이 낳아 가지고 양식은 아무것도 없고 그 사람이
베는 잘짜고	베는 잘 짜고
그래 그사라믄언자 베째러오라고 오늘 해노믄	그래 그 사람은 인제 베 짜러 오라고 오늘 해 놓으면
베째러 오라해노모 우리지베와 베를짜는디	베 짜러 오라 해 놓으면 우리 집에 와베를 짜는데
저머이고 또식꾸가 아가 마나농께 영가믄 일치기 죽꼬	저 뭐니 식구가 아이가많아 놓으니까 영감은 일찍이 죽고
아가 마나농께	아이가 많아 놓으니까
바블마 보쌀로언자 구마 마니 끼리가꼬	밥을 뭐 보리쌀을 인제 그만 많이 끓여가지고
내가언자 끼리가꼬 막	내가 인제 끓여 가지고 막
바블 막 그저네 꺼멍소테다가 저네는 바블 해뭉께	밥을 막 그 전에 검은 솥에다가 전에는 밥을 해 먹으니까
보쌀 끼리가꼬	보리쌀 끓여 가지고
반지기를 해가꼬 반지기가 머이냐믄 쌀반 보리반	반지기를 해 가지고 반지기가무엇이냐면 쌀 반 보리 반
보쌀 끼리서 퍼노코	보리쌀 끓여서 퍼 놓고
인자 쌀 한바가치여코 그래가꼬 쌀반 보리반 그래가꼬	인제 쌀 한 바가지 같이  넣고 그래 가지고 쌀 반 보리 반 그래 가지고
반지기를 해가꼬	반지기를 해 가지고
바블 반지를 해가꼬 또바가 저네는 박가치에다가	밥을 반지기를 해 가지고 또바가 전에는 박바가지에다가
박가치에다가막 항껃 퍼서언자	박바가지에다가 막 한껏 퍼서 인제
바가치에다 바블 한솓 해가꼬	바가지에다 밥을 한 솥 해 가지고
우리밥 쫌 허고언자	우리 밥 좀 하고 인제
그사람 함바가치 퍼가꼬언자 아들 주라고 그사라믈 줘요 그아짐마를	그 사람한 바가지 퍼 가지고 인제 아이들 주라고 그 사람을 줘요 그 아줌마를
아짐마를 주모	아줌마를 주면
또 머머 짐치등가 머 반찬 좀 허고	또 뭐 뭐 김치든가 뭐 반찬 좀 하고
그래가 갇따주언잗	그래서 가져다 주 인제
갇따가언잗 정시미라고 주모인자	가져다가 인제 점심이라고 주면 인제
갇따 주고 또 차리주고오고	갖다 주고 또 차려 주고 오고
그래 또 저녀게 또그리하 해서 줘야데 바블	그래 또 저녁에 또 그리해 해서 줘야 돼 밥을
그지비 양시기음싱께	그 집이 양식이 없으니까
양시기음싱께로	양식이 없으니까는
아들 아느 망코	아이들 아이는 많고
그래가꼬 그 사라믄인잗	그래 가지고 그 사람은 인제
그리 이를허고 밥함바가치썩 어꼬 그래가꼬	그리 일을 하고 밥 한 바가지씩 얻고 그래 가지고
아들로 키우고 그랟써 그 아짐마는	아들을 키우고 그랬어 그 아줌마는
그사라믄 그리 베를 영 잘 짜거등	그 사람은 그리 베를 영 잘 짜거든
긍께 한시가니고 머이고 고마 하리짜모 고마	그러니까 한 시간이고 뭐고 그냥 하루 짜면 그냥
저저 도투마라고 막	저저 도투마리라고 막
이리막 수북허이 막 마니 베를 매서 가마노코	이리 막 수북하게 막 많이 베를 매서 감아 놓고
그걸막 싹따 비야내요 고마 잘짱께로 그 아짐마는	그걸 막 싹 다 비워 내요그냥 잘 짜니까는 그 아줌마는
그래가꼬 맏	그래 가지고 마
해대로고마 짜모 아적밥 무꼬딱	해대로 그냥 짜면 아침밥 먹고 딱
드러서모 안지믄 정심시가넨 딱 하먼 나오고	들어서면 앉으면 점심 시간엔 딱 한번 나오고
언자 뭐 그래가꼬 마	인자 뭐 그래 가지고 마
그 사라믄 마이 짜비리 고마 베를	그 사람은 많이 짜 버려 그냥 베를
짜서 막	짜서 막
그베투마리 그겁	그 베 도투마리 그거
벧 도투마리 도투마리 그걸고마 싹	베 도투마리 도투마리 그걸 고마 싹
비우 비야요 비야	비우 비워요 비워
항걷 가마논능걸	아주 많이 감아 놓은 걸
잘치 잘짜고	잘 치 잘 짜고
그러몬 그짜게	그러면 그쪽에
도투마리에 감깅기 베미까	도투마리에 감긴 게 벱니까
그 베가	그 베가
그베를 요리짜가꼬인자	그 베를 요리 짜 가지고 인제
짜모언자 여 아페기 베지	짜면 인제 여기 앞의 것이 베지
그러믄 도투마리리 비안다는거능	어 그러면 도투마리 비운다는 거는
도투 도투마리예 머가읻씀니꺼	도투 도투마리에 뭐가 있습니까
그거 인자그거 베짜능거	그거 인제 그거 베 짜는 거
우리 요리요리 풀 아까 미긷따능거	우리 요리 요리 풀 아까 먹였다는 거
그걸 지주 그거막	그걸 죄다 그거 막
요리 강꺼든뇨 도투마리에다가 가마가꼬 인자이리	요리 감거든요 도투마리에다가 감아 가지고 인제 이리
잉에걸고 먿 걸고언자 베를 언자	잉앗대에 걸고 무엇에 걸고 인제 베를 인제
짜느키 시작허그등뇨	짜 넣기 시작하거든요
그이 도투마리예	음 그러니까 도투마리에
걸려인능거는	걸려 있는 거는
베는 아이다 그지예	베는 아니다 그죠
그거느언잗	그거는 인제
이 시리 이시리네 그라모	이 실이 이 실이네 그러면
시르 하모 시리지	실을 암 실이지
시린디언자 이 부글 여가꼬 그사래미	실이데 인제이 북을 넣어 가지고 그 사람이
고마 차그닥차그닥차그닥 영 잘짜요	그냥 차그닥차그닥 영 잘 짜요
잘짱께로마 시무 시무잳 짣따허고 막	잘 짜니까 뭐 스무 스무 자 짰다고 하고막
요리 재가 또 요리	요리 자가 또 요리
요런 재가읻꺼등뇨 저네	요런 자가 있거든요 전에
거 나무재	그거 나무 자
나무재로 가꼬	나무 자를 가지고
인제 자근재 큰재 막 읻꺼든	인제 작은 자 큰 자 막 있거든
킁거쫌 요리 자긍거 킁거	큰 거 좀 요리 작은 거 큰 거
그래가꼬 막 큰재로막 시무대 시무재 짠네그러고	그래 가지고 막 큰 자로 막 스무 자 스무 자 짰네 그러고
열째 짠네허고 막	열 자 짰네 하고 막
거 그사라미 베를 영잘 딱 잘 짣꺼등	거 그 사람이 베를 영 잘 짰 잘 짰거든
열째 짣따 스무재 짣따카능건인제 지리를 말하지요	열 자 짰다 스무 자 짰다고하는 건 인제 길이를 말하지요
예예	예 예
그그이 색	그거 색
포근 딱 정해져이씀니꺼	폭은 딱 정해져 있습니까
포근 펭상 거 정해가 읻찌	폭은 통상 정해져 있지
얼마 댐니까 포기	얼마 됩니까 폭이
포기 요만해요 요만해	폭이 요만해요 요만해
요만하다메는	요만하다면은
요만해 마리자머	요 요만해 말하자면
요즘말로 한 삼씹쎈치대네예 그러니까 음	요즘 말로 한 삼십센티 되네요 그러니까 음
그릉께 고마 쭈욱 고마 그대로 쪼옥 가리 가틍께	그러니까 그냥 쭈욱 그냥 그대로 쪼옥 가로 같으니까
요렁게그냥쫘아악	요런 게 그냥 쫘악
요리여거	예 요리 여기
그리언자 스물개 댄다 그지예	그리 인제 스물 개 된다 그지요
여거 요리 또 허리 요리 차고	여기에 요리 또 허리 요리 차고
요리 홍둘깨라고 요리 베를 요리	요리 홍두깨라고 요리 베를 요리
짜믄 자꾸 요리 질쭉허이 분는다 아잉가요이	짜면 자꾸 요리 길쭉하게 붓잖아요이
거거거 거석 여가꼬	거거거 그슥 넣어 가지고
거 머이고 붕 녀가꼬	그 뭐니 북 넣어 가지고
부게 북그거서 시리 나오거등뇨	북에 북 거기서 실이 나오거든요
그러니까 도투마리에 걸린 시리 부글 통해서	그러니까 도투마리에 걸린 실이 북을 통해서
나아가지고 베가	나와 가지고 베가
예예 하모	예아무렴
귿 도투마리허고 여여여 붕 년는 실허고	거기 도투마리하고 여기 북 넣는 실하고
가치 요리 착착 짜야데거든	같이 요리 착착 짜야 되거든
하나는요래데고	하나는 요렇게 되고
예예	예 예
하나는 요래데야 댈꺼아임니꺼이	하나는 요렇게 되어야 될 거 아닙니까
예예	예 예
그래야 베가 델꺼 아임니꺼	그래야 베가 될 거 아닙니까
그렁께이자 쭈욱 요만해가꼬	그러니까 인제 쭈욱 요만해 가지고
쭈욱 요요 요매이로 반반허이 인자 베가 나오능기라요	쭈욱 요요 요처럼 반반한 인제 베가 나오는 거예요
그래가꼬언자 오슬 안해이번능가요	기래 가지고 인제 옷을 안 해 입었잖아요
그래가꼬 막	그래 가지고 막
그사라믄 시무재 짣따 머	그 사람은 스무 자 짰다 뭐
또 니는 열째 짣따 마 그러고	또 누구는 열 자 짰다 마 그러고
솜씨가 다 다링께 다 다링께	솜씨가 다 다르니까 다 다르니까
그러먼자 그 짜난베는 우째함니꺼	그러면 인제 그 짜 놓은 베는 어떻게 합니까
그냥지베서 오슬 해입끼도 하고	그냥 집에서 옷을 해 입기도 하고
팔기도 함니까	팔기도 합니까
함 마니 허는 사라믄 폴기도 허고	하모 많이 하는 사람은 팔기도 하고
식꾸 마는 사라믄 베가 이나 모지래지	식구 많은 사람은 베가 오히려 모자라지
거 한도투마리 짜도	거 한 도투마리 짜도
그래 그거 해가꼬언자	그래 그거 해 가지고 인제
그거 다짜머어자 그 푸링께로 막	그거 다 짜면 인제 그 풀이니까 막
막 무레 당가가꼬 방매가 뚜딜고 막 주무리고 보꼬 해가꼬	막 물에 담가 가지고방망이로 두드리고 막 주무르고 밟고 해 가지고
언자 막	인제 막
그래가꼬 또 오슬해 입찌	그래 가지고 또 옷을 해 입지
사 삼	사 삼
그 무레 여가꼬 보 마	그 물에 넣어 가지고 보 마
뚜디리고	두드리고
뚜디리고 하능거는언자 보드락께 할라꼬 하능김니까	두드리고하는 거는 인제 보드랍게 하려고 하는 겁니까
예예	예 예
하모 푸리 막 무덛씽께 그 베 읻	그럼 풀이 막 묻었으까 그 베 있
그 마당에서 풀로 이피가꼬 한사구 풀끼리노코	그 마당에서 풀을 입혀 가지고한 사구 풀 끓여 놓고
막 소느로 막 이리 막	막 손으로 막 이리 막
그그 철가블 해요 베를	그그 칠갑을 해요 베를
그 베르 오를 오를	그 베를 올을 올을
그래가꼬인잗	그래 가지고 인제
또 소를가꼬 마악 요리 비비고 요리 막	또 솔을 가지고 막 요리 비비고 요리막
머리 빅끼드끼 비끼요	머리 빗기듯이 빗겨요
비끼오 인자 몰류고 재뿌레다가 몰류고	빗기고 인제 말리고 잿불에다가 말리고
긍께 일도일도 엥가이도 마나	그러니까 일도 일도 어지간히도 많아
그래가꼬 인자 도투마리에다가언자 가마가꼬언자	그래 가지고 인제 도투마리에다가 인제 감아 가지고 인제
그 또 베틀 차리가꼬	그 또 베틀 차려 가지고
베틀 차리가꼬언자 베짜고	베틀 차려 가지고 인제 베 짜고
베 짜믄언자 끄치지	베 짜면 인제 끝이지
그래가꼬언자 오슬 해입찌언자	그래 가지고 인제 옷을 해 입지 인제
그라먼자 아까 미영씨 거 미영 타가저오가주고 그지요 걷또머 양이 마느며는쫌다르긴하겓찌마는	그러면 인제 아까 미영씨 그거 미영 타 가져 와 가지고 그죠그것도 뭐 양이 많으면은 좀 다르긴 하겠지마는
예예	예 예
미영타가저오가꼬 아까멈니까언자 그거	미영 타 가져 와 가지고 아까 뭡니까그건 인제 그것
이 모라 고치	이 말아 고치
고치 이	고치 이
모라	말아
고치 몰 모라가주고	고치 말 말아 가지고
겔구겐 베를	결국엔 베를
짤때까지 한 메치리나 걸림니까 보통	짤 때까지 한 며칠이나 걸립니까 보통
메치리 아니라 고만 어서어서허는 사람 빨리 해비리고	며칠이 아니라 그냥 어서어서 하는 사람 빨리 해 버리고
이자 얼르얼르 몬허는 사람 또 머 늑께 허고	인제 얼른 얼른 못하는 사람 또 뭐늦게 하고
긍께 하리 그 고치그걸인자 함뽀따리해 노으먼언잗	그러니까 하루 그 고치 그걸 인제 한 보따리 해 놓으면 인제
또 두서 서이나 너이나 막 이리막 뺑 둘러안자가꼬 푸마씨를 해가꼬	또 두서 셋  이나 넷이나 막 이리 막 뺑 둘러 앉아 가지고 품앗이를 해 가지고
이젣 저녀게 그걸인자 다 모라비리고 모라 치아야뎅께로	인제 저녁에 그걸 인제다 말아 버리고 말아 치워야 되니까
모라비리고	말아 버리고
모라가꼬 또 물레예다가 이릳	말아 가지고 또 물레에다가 이리
자사서 이 실 다 빼야대고	자아서 이 실 다 빼야 되고
이리 그만 항정도엄씨 마나요 그 베논능기	일이 그만 한정도 없이 많아요 그베 놓는 게
삼베나 모시베나 모시베도 마	삼베나 모시베나 모시베도 마
그라먼자 지금꺼지 말씀하싱기 인자	예 그럼 인제 지금까지 말씀하신 게인제
미영베	미영베
미영베 아임니꺼이	미영베 아닙니까
미영베	아 미영베
미영베	미영베
자 인자 미영베 이어가지고예	자 인제 미영베 이어 가지고요
그 다음인자 삼베 인자자 만드는김니다이	그 다음 인제 삼베 인제 만드는 겁니다
삼벧 삼베도 하모 삼베는	삼베 삼베도 하모 삼베는
사믈 가라가꼬 사믈 바테다가언자 골 처가꼬 막	삼을 갈아 가지고 삼을 밭에다가 인제 고랑 쳐 가지고 막
비로 흑꼬 막 줄줄 가라노믄 막	비료 흩고 막 줄줄 갈아 놓으면 막
콱 크기 저거 작때이 저거 만침 크거등뇨	콱 크게 저거 작대기 저거만큼 크거든요
저저 간짇때 간짇때만침 크머	저저 장대 장대만큼 크면
언잔 집 언잗 나트로막 베능기라요 식꾸대로 가가꼬	인제 집 인제 낫으로 막 베는 거예요 식구대로 가 가지고
식꾸가 머 두리등가 서이등가 인제 자기바테 인자 가라가꼬	식구가 뭐 둘이든가 셋이든가 인제 자기 밭에 인제 갈아 가지고
가라가꼬 가믄언인자 나트로언자 이리 베요 막	갈아 가지고 가면 인제 낫으로인제 이리 베요 막
간조로히언자 베서 착착 논능기라 노믄언자	가지런히 인제 베서 착착 놓는 것이라 놓으면 인제
노믄 또 막 이리 가재이가 막 이리 나무 요런데 막 가재이가 이리이리이리막 막 꼬치피고 막	놓으면 또 막 이리 가지가 막 이리 나무 요런 데 막 가지가 이리 이리 이리 막 막 꽃이 피고 막
즈즏 그거거등뇨	저 저 그거거든요
그러믄자 가재이그 걷또 다 훌터야대 소느로인잗 장가블 찌등가 머우짜등가	그러면 인제 가지 그것도 다 훑어야 돼 손으로 인제 장갑을 끼든가 뭐 어찌하든가
싸악 훌터삐리고언자 반반 매끈허이 조키언자	싸악 훑어 버리고 인제 반반매끈하게 좋게 인제
조키인자 요요 앵긍다리매이로 요리 빤드터이 해가꼬	좋게 인제 요요 안경다리처럼 요리 반듯하게 해 가지고
또 저네 여 미테 저적 지금 큰 여 우리 입꾸에	또 전에 여기 밑에 저기 지금  큰 여기 우리 입구에
솔라무 마니 읻찌요 큰 솔라무	소나무 많이 있지요 큰 소나무
거게 막 상 꾼는 저런 작때이거치 진걸 막 막 지고	거기에 막 삼 굽는 저런작대기같이 긴 걸 막 막 지고
나무따발매이로 이 막여자들 이고 그래각꼬 줄주리 거기예 가요	나무 다발처럼 이 막 여자들 이고 그래 가지고 줄줄이 거기에 가요
상 꾼는데가 항군데뿌이라농께 온 동네싸라믄 다 허고	삼 굽는 데가 한 군데뿐이라 놓으니까 온 동네 사람은 다 하고
그래가꼬 막언자 가는대로언자 또 순수가 이써요	그래 가지고 막 인제 가는 데로인제 또 순서가 있어요
그 대짜 서로 꾸울라쌍께	그 대차 서로 구으려 하니까
질기 또 항투우 우를가꼬 이리볼라가꼬 상그걸 착착 여리 여가꼬 막더퍼 가꼬막	길게 또 황토를 가지고 이리 발라 가지고 삼 그걸 착착 이리 넣어 가지고 막덮어 가지고 막
불로때가꼬 그리 이쿠거등뇨 고구매 이쿠드키	불을 때 가지고 그리 익히거든요고구마 익히듯이
고구매 이쿠드키 그른 나무를 즈즏	고구마 익히듯이 그런 나무를 저저
비가꼬 그거 저 삼베허능걸 그걸 비가 와서 이쿠먼	베어 가지고 그거 저 삼베하는 걸 그걸 베 가지고 와서 익히면
이쿠먼 이거가꼬언자 이리막 불때가꼬 이카서언자 싸악 직찌응걸 내조요	익히면 이거 가지고 인제 이리 막 불 때서 익혀서 인제 싹 각자의 걸 내 줘요
포르 해야대언자 직찌응걸	표를 해야 돼 인제 각자의 걸
낸 맫따바리다 니 나는 맫따바리다맫따바리다인자 다섣따반 다섣따반 머 일곱따바림 일곱따발	누구는 몇 다발이다 니 나는 몇 다발이다 몇 다발이다 인제 다섯 다발 다섯 다발 뭐 일곱 다발이면 일곱 다발
포를 해가꼬 직찌응걸 직찌응걸 인자 그리 딱 인자 내주먼	표시를 해 가지고각자 걸 각자의 걸 인제 그리 딱 인제 내 주면
또 그걸언자 그거서 거거 솔라무미테 그런데서막	또 그걸 인제 거기서 그그 소나무 밑에 그런 데서 막
거서 쌀마주는 사라미이써써요 임재가	거기서 삶아 주는 사람이 있었어요 임자가
쌀마 도늘박꼬 쌀마조 쌀마주믄 지주 또 이리째요 거거서	삶아 돈을 받고 삶아 줘 삶아 주면 죄다 또 이리 째요 거기서
물렁물렁물렁허거등 막	물렁물렁물렁하거든 막
그 요리 막 산때라 하고 소게 뺄따구그거는 산때라하고	그 요리 막 삼대라 하고속에 뼈대 그거는 삼대라 하고
쭈욱 쭉 막 이리 벡끼가꼬	쭈욱 쭉 막 이리 벗겨 가지고
베끼가꼬언자 직찌음 가와요 또지비 껍떵만가꼬	벗겨 가지고 인제 각자 가져 와요 또 집에 껍데기만 가지고
껍떵만 가꼬오믄	껍데기만 가지고 오면
아네 대는 내삐리고	안의 대는 내 버리고
대는 인자 또 대는 또 가와서언잗	대는 인제 또 대는 또 가져 와서 인제
또 나무허고 모리믄 나무가 또 조커등뇨	또 나무하고 마르면 나무가 또 좋거든요
대는 소개 대 그거는 허허이 막 나오거등 그거는언잗 가와 또 불때고	대는속의 대 그거는 허옇게 막 나오거든 그거는 인제 가져 와서 또 불 때고
거게서 껍떼기를 다 배낀단 말 아임니꺼 찌기 짼다	거게서 껍데기를 다 벗긴단말 아닙니까 쪄서 짼다
베끼가 와야대째	벗겨서 와야 돼째
지베 오서 가져때면 너무구더서 안대니까	집에 와서 가져 때면 너무 굳어서 안 되니까
하모 그렁께	아무렴 그러니까
거거서 고맏 너린디서 막 거서	거기서 고마 넓은 데서 막 거기서
그래가꾸만 카휴 일도 마나요 참말로	했구만 아휴 일도 많아요 참말로
그래가꼬 이리쭉쭉언자 두쪼가르썩 내요 항개를 쌀마주먼	그래 가지고 이리 쭉쭉 인제 두 쪼가리씩 내요 한 개를 삶아 주면
두쪼가리썩 넙쩍허이막 요리 넙쩍허이 막	두 쪼가리씩 넙적하게 막 요리 넙적하게 막
양쪼게 두쪼가르썩 요리 톡 뿌질러가꼬 여 가온데를 톡 뿌지리믄	양쪽에 두 쪼가리씩 요리 톡 부러뜨려 가지고 여기 가운데를 톡 부러뜨리면
저거 머이고 쪼개 써리씨거시기 소게 그게이거씽께	저거 뭐니 쪼개 써리씨 거시기 속에 그게 익었으니까
톡 뿌질라지거등	톡 부러뜨려 지거든
요개 나무거트몬 요 요거를 뿌진다하매	요게 나무 같으면 요 요거를 부러뜨린다 하면
톡 뿌질라가꼬	예 톡 부러뜨려 가지고
뿌질르믄 요개인자	부러뜨리면 요게 인제
그미강께네 고걸갇따가	금이 가니까 그걸 가져다가
예예	에 예
두쪼그로	두 쪽으로
그그해가꼬 요리 벡끼고	거기 해 가지고 요리 벗기고
요리 벡끼고 막 언자 네버늘 베끼능기라	요리 벗기고 막 인제 네 번을 벗기는거야
여 여기에 두번 여 우에 두번 막 그래각꼬	여 여기에 두 번 여기 위에 두 번막 그래 가지고
그러믄 껍띠이가막 이기 넙쩍넙쩍허이 나와요 삼너	그러면 껍데기가 막 이게넙적넙적하게 나와요 삼
그라믄 저 탁 뿔러질때예	그러면 저 탁 부러질 때에
아네 삼베삼때는 당여니 뿌러질끼고	안에 삼베 삼대는 당연히 부러질 거고
가예 껍떼기도 부러집니꺼	가장자리의 껍데기도 부러집니까
그게그게그이 찔구쫄긷쫄긷항기	그게그게그게 쫄깃쫄깃쫄깃한 게
그래도 그래도 그래각꼬인자 쭈욱쭉 베끼능기라	그래도 그래도 그래 가지고 인제 쭈욱 쭉 벗기는 거야
베끼가꼬막 그렁께그만 마라나서그러치 태산거치 껍띠이가	벗겨 가지고 막 그러니까 그만 말 안 해서 그렇지 태산같이 껍데기가
그으막 수하컨기 그래가꼬 가와도	그거 막 흉악한 게 그래 가지고 가져와도
할머이 그렁께예	할머니 그러니까요
요거 툭 안 뿔람니꺼	요거 툭 안 부러트립니까
뿔라모 삼때 아네 허연거는 당여니 뿔라지끼고	부러뜨리면 삼대 안의 허연 거는당연히 부러질 거고
가에는 껍떼기도 그끄너짐니까 아임 껍떼기는 안끄너짐니까	가장자리에는 껍데기도 끊어집니까 아니면 껍데기는 안 끊어집니까
껍띠기는 인자 그 끄너지면베 몬노치	껍데기는 인제 그 끊어지면 베 못 놓지
고 껍 껍떼이는 안끄너지지 그러니까잉	음 그 껍 껍데기는 안 끊어지지 그러니까
하 어	하 어
그래가꼬 그래가꼬언자 껍띠이 그거이 베거등	그래 가지고 그래 가지고 인제껍데기 그것이 베거든
그걸 수아캉걸 껍떡 그걸인자 해가꼬 와가꼬	그걸 흉악한 걸 껍데기 그걸 인제해 가지고 와 가지고
해가 와가꼬언자 또	해서 와 가지고 인제 또
지주 똗	죄다 또
거 시리나오구로 똗 해야대거등뇨	그 실이 나오게 또 해야 되거든요
그걸가와 무레당가가꼬 또 시리나오구로 또	그걸 가져 와 물에 담가가지고 또 실이 나오게 또
지주 그 허헌 시리 또 이써요 그 베논는 시리	죄다 그 허연 실이 또 있어요그 베 놓는 실이
껍떡그걸 또 베끼능기라 또 칼로가꼬 칼로가꼬이리 또 뿌질라가꼬	껍데기 그걸또 벗기는거라 또 칼을 가지고 칼을 가지고 이리 또 부러뜨려 가지고
포쩍마 질기언자 베끼가꼬인자 배끼믄언자 그 베논는 시리나오니까 그걸가꼬언자 또	폭싹 뭐 길게 인제 벗겨 가지고 인제 벗기면 인제 그 베 놓는 실이 나오니까그걸 가지고 인제 또
그리 몰 허허이 몰랴가꼬 간지때다 너러서 몰랴가꼬 대가리 요요요리 뭉꺼가고	그리 뭘 허옇게 말려 가지고 간짓대에다 널어서 말려 가지고 대가리 요요 요리묶어 가지고
그래가꼬언잗 또 째능기라요 막 손토블긍께 저네는 이할매드리 마이지랃써 요리	그래 가지고 인제 또 째는 거에요 막 손톱을 그러니까 전에는 이 할매들이 많이길렀어 요리
지라고 거 베 그걸 요리	기르고 거 베 그걸 요리
납짝허이이리 해옹걸 갇따가 그걸 지주 또 째야 뎅께	납작하게 이리 해온 걸갖다가 그걸 죄다 또 째야 되니까
손터비 지러야데	손톱이 길어야 돼
그걸 손토블가꼬요리 난나치 쨍께	그걸 손톱을 가지고 요리 낱낱이 째니까
그래가꼬 막 지일 또 해가꼬	그래 가지고 막 길게 또 해 가지고
그거언자 굴께 째능거	그거 인제 굵게 째는 거는
굴께 짜믄	예 굵게 짜면
굴글끼고이	굵을 것이고
굴거	굵어
가늘게 째며는	가늘게 째면은
가는베	가는 베
보드라이대근네예	보드랍게 되겠네요
가는베	가는 베
가늘게 헐라믄 가는베	가늘게 하려면 가는 베
잘기 쪼개능거는 가는베	잘게 쪼개는 거는 가는 베
국끼쪼개능거는 마 닫쌔베 머 엿쌔베 마	굵게 쪼개는 거는 뭐 닷새 베 엿새 베 뭐
마리자모 녹차 그거 저거 칭아 입띡끼	말하자면 녹차 그거 저거 층계 있듯이
그걷또언자 막 칭아가 이써요	그것도 인제 막 층계가 있어요
구끼 째가꼬허믄 막 닫쌔베라허고 엳쌔베라하고 가늘게허믄	굵게 째 가지고 하면 막 닷새 베라 하고 엿새 베라 하고 가늘게 하면
마악 그래가꼬언잗	마악 그래 가지고 인제
