dialect	standard
그 어르신 그럼 인제 그 농사와 괄련덴 거를 먼저 쫌 여쭤 보고 시푼데 여기에는 인제 벼가잉는 시기에 따라 벼 품종이 이짜나요	그 어르신 그럼 인제 그 농사와 관련된 거를 먼저 좀 여쭤 보고 싶은데 여기에는 인제 벼가 익는 시기에 따라 벼 품종이 있잖아요
품종이 어떤 게 이씀니까	품종이 어떤 게 있습니까
옌날 품종으론 인젠 다 치 지우고 시방 개량종이쪼	옛날 품종은 인제 다 치우고 시방 개량종 있지요
개량종 인제 그 모야 저모시 지도서 요 보그패 주는데 이 지려근 그니깐드루 화암 미트로는면 소재지 미트로는 화암 이리 삼 니 소끄깐 그건 그 노늘 부처요	개량종 인제 그 뭐야 저뭐서 지도에서 보급해 주는데 이 지역은 그러니까 화암 밑으로는 면 소재지 밑으로는 화암 이리 삼 리  그건 그 논을 부쳐요
화암 이리 삼니	화암 이 리 삼 리
응 화암 이리 화암 이리 저창서 내려오는 쪼기래요	응 화암 이 리 화암 이 리 서 내려오는 쪽이래요
그런 부치먼 요 모룬니 또 요 풍촌 면 하난 이 몬 나난제가 하고 하고 오르는데요	그렇게부치면 여기 모룬 리 또 요 풍촌면 하는 이그래요그래요
내 노 논 농사를 하니까 수확 만치게 거다 꼬추하고	내 노 논 농사를 하니까 수확 많지 거기에다 꼬추하고
그래요	아 그래요
응 꼬추 꼬추 거다 꼬추하고 고담 도마도 하우쎄가 자고 야는 저 그래요 시방 시방 저 그 취배추 모야 종모근 모르지요모	응 꼬추 꼬추 거기에다 꼬추하고 고 다음 토마토 하우스에다 하고 여기는 저 그래요 시방 시방 저 그 배추 뭐야 종목은 모르지요모
아란는데 옌나레는 어떤 게 이써써요	예 알았는데 옛날에는 어떤 게 있었어요
옌나레는 이지베라 내가 그 이르미 뭐 인는지 뭐 거	옛날에는 잊어버려서 내가 그 이름이뭐 있는지 뭐 거
요즈메는 저 쪼게 가니까 오대쌀 오대쌀	요즘에는 저 쪽에 가니까 오대쌀 오대쌀
오대쌀	오대쌀
마니 하던데 옌나레는 머 저기 그 벼 품종 가튼게 업썬나요	많이 하던데 옛날에는 뭐 저기그 벼 품종 같은 게 없었나요
이써찌만 건 기어근 안 나요	있었지만 그건 기억은 안 나요
그래요	아 그래요
그럼 어릴 때 머이 하기는 핸는데 그 머	예 그럼 어릴 때 뭐 하기는 했는데 그 뭐
그건 잘 모르시고요	그건 잘 모르시고요
그러며는 그럼 어르신 그 옌나레 그 논농사를 지 진는 과정이 농사를 어트게 진는지 처으메진는 과정을 쫌 알 쑤 이쓸까요	그러며는 그럼 어르신 그 옛날에 그 논 농사를 짓는 과정이농사를 어떻게 짓는지 처음에 짓는 과정을 좀 알 수 있을까요
그 먼저 봄 보미 되며는 어떠케 해야 되나 봄 인제 질려며는	그 먼저 몸 봄이 되며는  어떻게 해야 되나 봄 인제 지을려며는
질 먼저 질	질 먼저 질
그래간드루 인제 봄 에여기에 사월 오이리 아직 처리 안 돼꼬 언제든지	그러니까 인제 봄에여기에 사월 오일이 아직 철이 안 됐고 언제든지
네네	네네
고 인제 그때 마냑 외음지 그 누니 쓸코 인제 그 개화가 되자네요	그 인제 그때 만약음 음지 그 눈이 녹고 인제 그 개화가 되잖아요
꼬치 샥 아이 피고 풀 피고 이때머는 그 사월 오워리 한 오이리치	꽃이 샥 다 피고 풀 피고이때며는 그 사월 오월이 한 오일이지
음녁 음녀그로 치는 건가요	음력 음력으로 치는 건가요
요 음녀그로 아니 양녁 사월 오일 양녁 사월 오이리 오일 이 심는 나리 아님니까	여기 음력으로 아니 월 일 양력 월 일이 일 이 심는 날이 아닙니까
싱목 싱모기린데 그때 청명한 시기라고	심목 심목일인데 그때 청명한 시기라고
물 청명한싱만 지내며는 인제 그 농사질 준빌 하조	물 청명한 시기만 지내며는 인제 그 농사지을 준비를 하죠
농사질 준빌 허는데 청명한싱만 지내며는 한 여를 후에 대마 래 대마 대마 삼 사물 인제갈지오	농사 지을 준비를 하는데 청명한 시기만 지내며는 한 열흘 후에 대마래 대마 대마 삼삼을 인제 갈지요
시방 시릉코 바테 나가 갈 고  고 다으메 인제	시방 심어 놓고 밭에 나가 갈고  그 다음에인제
농사 이게 벼 벼농사 지을 때요	농사 이게 벼 벼농사 지을 때요
베느뇨 베 농사 질 쩌른 벼농사 질 쩌도 그기 사물 음녁 사멀 사월 사워리지	이 베는요베 농사 질 때는 벼농사 질 때도 그게 삼을 음력 월 월 월이지
사월 삼시빌 경에 가서 그 벼를 가따 으아리 가따 씨아시 부쪼	월 일 경에 가서 그 벼를가져다 응아리 갔다 씨앗을 붓죠
그러며는 먼저 벼씨 머 씨를 고르자나요 볃 씨를	아 그러며는 먼저 벼씨 뭐 씨를 고르잖아요 벼 씨를
베씨를 고르니 아니고 우리는 떠륻 베를 갈겓 타 치데가지고 떠러가지고다 그 베씨를 내일농사질 베씨 두 두마리먼 두말 서말 서말 씨아시 나투요	벼씨를 고르는 게 아니고 우리는베를 가을에 타 치데가지고 떨어가지고 그 다음 그 벼씨를 내일 농사 지을 벼씨 두 두 말이면두 말 서 말 서 말 씨앗이를 놔둬요
나 도따가 그 개령  시바누 전 개롱종 다시도 하고 바꾸 이찌마는 그때는 이르게 떠나가지고서는 그 방아까네 가서 머글 껀 찌꼬 나문 씨를 보관해 두따가 고다메 풍낭 사월	놔 뒀다가 그개량 시방은 전부 개량종 다시도 하고 받고 있지만 그때는 이렇게 떠나가지고서는 그 방앗간에가서 먹을 건 찧고 남은 씨를 보관해 뒀다가 그 담에 풍랑 월
고 씨를 뭐라고 함니까	그 씨를 뭐라고 합니까
베씨 벱씨 벱씨	벼씨 볍씨 볍씨
그읻 그거 그거 지버가지고 무레 가서 노네 가서 모씨를 맨드러 가지고	그거 그거 집어가지고 물에 가서 논에 가서 모씨를 만들어 가지고
그럼 인제 제가 인제 저 제가 인제 여쭤볼께요	아 그럼 인제 제가 인제 저 제가 인제 여쭤볼게요
베씨가 인제 거 보관해 놔따가 보관해 노코 이제 그 다메 노늘 먼저 가라야 되게쬬	벼씨가인제 그거 보관해 놨다가 보관해 놓고 이제 그 담에 논을 먼저 갈아야 되겠죠
그럼 거 거 거르쪼	그럼 거 거 갈았죠
언제쯤 부터 노늘 감니까	언제쯤 부터 논을 갑니까
그 오사월 한 그뭄 쩌게 저거 갈지요	그 오사월 한 그뭄 쩍에 저거 갈지요
고럼 인제 그 한 노 논 가능 거요	예 그럼 인제 그 한 노 논 가는 거요
네 가능 거 그러니까드루 한 그이	네 가는 거 그러니까 한그이
언제쯤	언제쯤
사월 한 시빌 경인가 그먼 쬐끔 갈조	사월 한 십일 경인가 그러면 조금 갈지요
그 어트게 감니까	아 그 어떻게 갑니까
무어스로	무엇으로
소 소로 갈조 소로	소 소로 갈지요 소로
소로 가능 거 그 농사로	소로 가는 거 그 농사로
소로 뭘어떤 도구로 하나요	소로 뭘어떤 도구로 하나요
보구레	보구레
보구레 아라요 보구레	보구레 알아요 보구레
네 네	네 네
보 보구레 가지고 갈지요모	보 보구레 가지고 갈지요 뭐
근데 소를 함마리	근데 소를 한 마리
아니 그리까두루 인제 집찜마다 소는 다 이씨니까 자기 자기 논 자기가 가지고 가능거지	아니 그러니까 인제 집집마다 소는 다 이쓰니까 자기 자기 논 자기가 가지고 가는거지
갈 때 인제 소를 한 마리 가지고 갈기도 하고 두 마리 가지고	갈 때 인제 소를 한 마리 가지고 갈기도 하고 두 마리 가지고
두 마리 고 저리 그 저리	두 마리 그  그
저리 저리 저 엽 이 우리 바튼 저나주 갈고 노네는 노니 뭐 저 아주 이러케 뭐 평수가 만코여러 바치기먼 저 논 먼저 여게 논 서 마지 갈면 너마지기 한 다래이 그를 때는 저 소를 가꼬갈지	저리 저리 저 옆 이 우리 밭은 저건 아주 갈고 논에는 논이 뭐 저 아주 이렇게 뭐 평수가많고 여러 바치기면 저 논 먼저 여기에 논 서 마지 갈면 너 마지기 한 다고 그럴 때는 저 소를  갖고 갈지 소 가지고 갈고 고 다메 인제 그 모 모를 가따가 인제 그래가 물 대가지고 물 말기를 맨들자나 말기 소 가지고 갈고 그 담에 인제 그 모 모를 갖다가 인제 그래 가서 물을 대가지고 물말기를 만들잖아 말기 말기를 저 읻 한 마자기 씨불만치 다서 평이면 다서 평 이러케 응 갈그 두고 그래 씨를와 뿌레 말기를 저 이 한 마자기 심을만큼 다섯 평이면 다섯 평 이렇게 응 갈아 두고 그래 씨를 와서 뿌려
그 아니 고걸 쪼끔만 더 자세히 요 바틀 인제 이게 쪽 갈자나요	아 그 아니 그걸 조금만더 자세히 이 밭을 인제 이렇게 쪽 갈잖아요
소를 가지고 이케	소를 가지고 이렇게
갈구는 물 대가지고	갈고는 물 대가지고
바틀 갈고 그 다메 인제	이 밭을 갈고 그 담에
물 대고	물 대고
그 다메 인제 무를	그 다음에 인제 물을
대고 고 다음 쓰 쓰레로 찌푸림 쌀머요	대고 고 다음 쓰 쓰레로 찌푸리면 삶어요
써래로	아 써래로
그러길래 내 본데 쌀머가지고	어 그러길래 내 본데 삶어가지고
그럼 언	그럼 언
그이 사월 금적끼쯤 한다고	그걸 사월 금적기쯤 한다고
사월 그뭄께쯔메요	사월 그믐께쯤에요
그래 그래가지고 인제 막 양쪼게 이르키 무를 대고 무리 몯 빠져나가두룩 말게를 딱 맨든다고	그래 그래가지고 인제 막 양쪽에 이렇게 물을 대고 물이 못 빠져 나가도록 말게를 딱 만든다고
말게	말게
응 말게 흥 말게를 맨든다고	응 말게 흙 말게를 만든다고
흥 말게를 요로케 맨드러서 무리 몯 빠져 나가게요	아 흙 말게를 이렇게 만들어서 물이못 빠져 나가게요
그러치	그렇지
그래구 인제 그 씨를 지베 딱 인제 오른 쪼 그 뿌리고 대기머는 한 상면쯤 무레 다머	그러고 인제 그 씨를 집에 딱 인제 오른 쪽 그 뿌리고 다니며는 한 상면쯤 물에 담어
그러문 쒹 뿌릴 께 아니요	그러면 쉭 뿌릴 거 아니요
네 네	네 네
곡서기 무레 드러가따 껀저 놈 뿔른다구	곡식이 물에 들어갔다 건저 놓으면 불른다고
녜  녜	녜 녜
그럼 그걸 가지구 가 떠레요	그럼 그걸 가지고 가 떨어요
근데 그러케 하기 그러케 하기 저네 인제 모짜리를 만들지 안나요	근데 그렇게 하기 그렇게하기 전에 인제 못자리를 만들지 않나요
그래 그게 모자리라꼬	그래 그게 못자리라고
네네네	네네네
그걸 모짜리라 한다고	그걸 못자리라 한다고
그래 인제 모자리 가따 뿌리고 그 저네는 인제 비니루 업써찌만 일모 업써찌만 시방 비니루가어떠케 비니루가 가따 어트케 말겔해 말게를	그래 인제 못자리 갔다 뿌리고 그 전에는 인제  비닐 없었지만 뭐 없었지만 시방 비닐이 어떻게 비닐을 갖다 어떻게 말게를 해 말게를
이러케 해서 하고 활때를 가따가 이러 꼬꾸 대를 댈 하나 꼬꾸서는	이렇게 해서 하고 활대를 갖다가 이렇게 꽂고 대를 댈 하나 꽂고서는
모자리는 한 어느 정도 종 함니까	못자리는 한 어느 정도 쯤 합니까
그거는 인제 서마지기 불라무는 메 평 두 마직 두 말 불라먼 메평 단마지기 메평 그 아푸로 그 마지가 백 오십평이라 앙 그래요	그거는 인제 세 마지기 불려면 몇 평 두 마지기 두 말불려면 몇 평 단 마지기 몇 평 그 앞으로 그 마지가 백 오십 평이라 안 그래요
그 예산 내서 인제 만들지	그 예산 내서 인제 만들지
모짜리를 어느 정돈 만드는 거조	못자리를 어느 정도는 만드는 거죠
그러치 그러치	그렇지 그렇지
다선 마지기 모짜리는 더 크고 넝마지기는 저글꾜 그러차네요 다섯 마지기 못자리는 더 크고 넉 마지기는 적을 거에요 그렇잖아요 그래가주 인제 활때를 돌려 꼽꼬 비니루 씨워	
그래가주 인제 활때를 돌려 꼽꼬 비니루 씨워	그래가지고 인제 활대를 돌려 꼽고 비질을씌워
씨워서 인제 그 태양이 미리 조으니까드루 무리 뜨거워요 자라자네요	씌워서 인제 그 태양이미리 좋으니까 물이 뜨거워야 자라 잖아요
베가 자라서 인제 쌀 저 인저 무 물까 인는데로 가카다 올라오머는 그먼 비느를 끌라도 탄다고 도늘 또	벼가 자라서 인제 쌀 저 인제 물 물가 있는데로 가깝게 올라오며는 그러면 비닐을끌어 놔도 탄다고 돈을 또
베를 거둬노먼 짐 일취월짱으로 푸로푸로 올러 가머는 요 오월 다노 다노 알지요 다노	벼를 거둬 놓으면 일취월장으로 푸로푸로 올라 가며는 요 오월 단오 단오 알지요 단오
다노 머리에 심 시머요	단오 무렵에 심 심어요
다노 다노 무려베	단오 단오 무렵에
응 무려베	응 무렵에
인저 곤 모자리 모자리에 인는 거뜨른 이제 다 뽀봐야 되자나요	인제 못자리 못자리에 있는것들은 이제 다 뽑아야 되잖아요
뽀버지 그럼	뽑아야지 그럼
뽀바서 이제	뽑아서 이제
또 저짝 인제 큰 노네 가서 그 그거또 인제 그 서로 가러서 미리 다 안 가러 노초	또 저쪽인제 큰 논에 가서 그 그것도 인제 그 서로 갈아서 미리 다 안을 갈아 놓지요
가러 무를 대 놔따가 인제	갈아 물을 대 놨다가 인제
무를 갈고 그때 가리질	물을 갈고 그때 가리질
또 아니 그래곤 쌈쪼	또 아니 그러고 삶지요
소를 가지고 써래 이써 그래	소를 가지고 써래 있어 그래
써라래 봐찌요	써라래 봤지요
저 솔 가떤 소나 쌀머선 그 말하자먼 그 흥무를 흘글 싼는 거유	저 소를 갔던 소나 삶아선그 말하자면 그 흙물을 흙을 쌓는 거에요
흥무를 쌈는거죠	흙물을 삶는 거죠
그러초 그래야 인지 딱 꼬꺼덩 그럼 인제 아처게 그 모꽁에 가서 한 마지기 두 서이 먼 센여섣 여섣 오늘 다슴 마지기 심다 하머는 사람 여를 구해요	그렇죠 그래야 인제 딱 꽂거든 그럼 인제 아침에 그 목공에 가서 한 마지기 두 셋이면 셋 여섯 여섯  오늘 다섯 마지기 심는다하면은 사람 열을 구해요
서로  그러나 지끔 몰 지며는 써래꾼 이써 써래 이써 써래꾸니라고	서로  그러나 지  금 모를 지며는 써래꾼 있어 써래 있어 써래꾼이라고 서 서 서 성골루 소를 아피 세우누꾸 써그래 끌초서 서 성한 소를 앞에 세워 놓고 써그래끌치요
돌 싼는 거요	돌 쌓는 거요
그래머는 놔따가 갈머는 다 싸꾸 나머는 인제 글 몰 시머	그러면 놨다가 갈며는 다 쌓고 나면 인제 그 모를 심어
써꾸나문 그날 바로 심는	이 삶고 나면 그날 바로 심는
시머야지 그기 안 써 그 전날 쌀머노먼 다 가라 안짜네요 흘기	심어야지 그게 안 써 그 전날 삶아노면 다 가라 앉아네요 흙이 그래 그러키하 그래 인제 벼농사는 그래 진는거유그래 그렇게 그래 인제 벼농사는 그렇게 짓는 거요
그럼 그러케 무를 써래질 하고 그 다메 번 이겓	그럼 그렇게 물을 써래질 하고 그 담에 번이게
번지 치고 그럼 그 다 치요 번지	번지 치고 그럼 그 다 치요 번지
번지 치고 심는 거요	번지 치고 심는 거에요
처메는 인제 노늘 갈고 그 다으메 물 대고	처음에는 인제 논을 갈고 그 다음에 물 대고
그 다음 모 모 무꼬 저기 모시 모 모짜리 해서 씨아시 부꼬 그런데 지 그작 클키고 고 다메 또 시물 쩌게는 큰 큰 노네 시물 노네 아라뚜 쓱 가라이따 물 대가지고 써래 도 써래 돌돌리면서 돌리면서	그 다음 모 모를 묻고 저기 모시 못자리 해서 씨앗을 붓고 그런데 지 그 잘클거고 그 담에 또 심을 적에는 큰 큰 논에 심을 논에 아래에 쓱 가랑이에다가 물을 대 가지고써래도 써래 돌리면서 돌리면서
한 번 며 뻔 돌리나요	한 번 몇 번 돌리나요
그거는 이 도로 아래요	그거는 이 도로 아래요
저쪼게 가서 확 돌려다 보먼 무리 저쪽 마니 가자네요	저쪽에 가서 확 돌려다 보면 물이 저쪽 많이 가잖아요
무리 거 나저	물이 거기는 낮어
그럼 이쪽 이쪼글 좀 더 이래 미러서 저쪼글 가먼 무리 무리 또까치 가자네요	그럼 이쪽 이쪽을 좀 더 이렇게 밀어서 저쪽을 가면 물이 물이 똑같이 가잖아요
무리 또까치 가머는 머 두 번 쌀물 때도 이꼬 또 노푼 데가 더 이러타고 그래 인제 어마하먼 번지 이쪼 번지	물이 똑같이 가면 뭐 두 번 삶을 때도 있고 또 높은 데가 더 이렇다고 그래 인제 엉마하면 번지 있지요 번지 가 번지 납때카는 거 하나 탁 때서는 쫙 내먼 그래무쿰 심는 심는 노니 다 되지 가서 번지 납짝한 거 하나 탁 대서는 쫙 내면 그렇게 하면 심는 심는 논이 다 되지
그래고는 인제 심는 데는 짝 서가지고 노니 머 수마지기다 이러며는 거리가 멀자네요	그러고는 인제 심는 데는 쫙 서가지고 논이 뭐 수 마지지다 이러면 거리가 멀잖아요
그래 이 줄 줄 띠우는 거 알지 줄 띠우는 거	그래 이 줄 줄 띄우는 거 알지 줄 띄우는 거
저짜게 야 꼬끄짜거나 인제 그 줄 저 일 모타는 하라버지 가튼 분드레 가선 주레나 다 시무머이 이 쪼써이러먼 저 쪼서가치 들고 뜨레 항 개만 처띠처 시꼬 또 또이래하먼 가치 이래 싱꼬	저쪽에 야 꼭 잡어라 이제 그 줄 저 일 못 하는 할아버지 같은 분들이 가서줄에 놔 다 심으면 이쪽에서이러면 저쪽에서같이 들고 뜰에 한 개만 척 척 심고 또 또어 이렇게 하면 같이 이렇게 심고 네 네
그래요	그래요
그러케 인제 모는 또 어트게 찐는 건가요	그렇게 인제 모는 또 어떻게 찧는 건가요
모는 소곰 바치조	모는 소금을 바치죠
시방 자천 시바은 저거 기게로 하고 기게로 다 심짜네요	시방  시방은 저거 기계로 하고기계로 다 심잖아요
옌나레 소느로 소느로 요로케 오쿰 요로 쪽쪽쪽 뽀버서 이 가르 가를 쌔 그래 욕땡이가 인제	옛날에 손으로 손으로 이렇게 오쿰 이렇게 쪽쪽쪽 뽑아서 이 가를 쌔 그래 옆에가 인제
한 오쿰을 쥐는거야	한 옹쿰을 쥐는거야
그러치 요레 요레 오쿠물 요래 재서 한 꺼버네 칵 쥐는 거 아니고 이 가를 쌔 이르케	그렇지 이렇게 이렇게 오쿰을 이렇게 재서 한 꺼번에 칵 쥐는 것이 아니고 이 가를 쌔 이렇게
가로 세로	가로 세로
이 이 강제 이래 가지고 이랜 그래 그르메 그래컨 이 미테는 흑 흑 덩어리지 너비를 그초	이 이 강제로 이래 가지고 이런 그래 그러며 그래 이 밑에는 흙 흙 덩어리지 너비를 그쵸 왜 베 베찌풀 가지고 확 꺼러서 매 이러케 왜 벼 벼짚을 가지고 확 걸어서 매 이렇게
베찌푸로 맨다고요	아 벼짚으로 맨다고요
응 한 다느로 요카조	응 한 단으로 이렇게 하죠
건 노네다가 확 확 쥐꼬 노치	그건 논에다가 확 확 쥐고 놓지
그럼 인제	그럼 인제
노네다가 인제 툭 툭 던져 논는거죠	논에다가 인제 툭툭 던져 놓는 거죠
그러치 그 던저나야 지지	그렇지 그 던져 놔야 지지
그 그 모꼬이 이써 또	그 그 목공이 있어 또
일꾼 두야혀	일꾼을 둬야해
그럼 그걸 심는 사라미 딱 이리 쥐머는 이 첨 배울 쩌겐 안 되요	그럼 그걸 심는 사람이 딱이리 쥐면 이 처음 배울 적에는 안 돼요
이거 이 소니 드러가 갈러 가지고 이리 이런데 내 존 이 이쑤케 지머는 이쑤케 지머는 이 소는 이 소니 가리킨다	이거 이 손이 들어가 갈라 가지고 이리 이런데 내 조금 익숙해 지며는 익숙해 지며는 이 손은 이 손이 가리킨다
이 소는 여다 딱 이래 하먼 학이러먼 왼손 이러서가지고 뭘 탁 쥐어가서 탁 쥐아져 이따가하먼 전주가 탁 빼머는 이게 이 송꼬라기 이 이 미러내요 요러케	이 손은 여기에다딱 이렇게 하면이러면 왼손 일어서 가지고 뭘 탁 쥐어가서 탁 쥐어야지 이따가하면 전주가 탁 빼며는 이게 이 손꼬락이 이 이 밀어네요 이렇게 이 쪼글 이 미러내먼 열로 이 연신 이 쪽을 이 밀어내면 여기로 이 연신
고걸 인제 말로 이케 설명을 해 줘야지이러케 하면 인제 이게 노금이 되니까 무슨 마린지 모르니까 말로 쫌 소늘 어떠케 한다고 구체저그로 말씀해 주시게써요	그걸 인제 말로 이렇게 설명을 해 줘야지이렇게 하면 인제 이게 녹음이 되니까 무슨 말인지 모르니까 말로 좀손을 어떻게 한다고 구체적으로 말씀해 주시겠어요
이 엄지가라글 딱 이랟 이짝 왼소네따가 오른 나 그 오른 손 재비니까 이 짝 딱 쥔다구	이엄지가락을 딱 이렇게 이쪽 왼손에다가 오른 나 오른손 잡이니까 이쪽에 딱 쥔다고
모물 저 머 머이 저 한추 와씨머는 얼른 걸러가지고 가 가르질 재쓰니까 딱 항 가루씽만 딱갈라가지고서는 딱 요래 쥐고 요 엄지가라글 이르 스스 내미러요	몸을 저 뭐 뭐 저 한 줌 왔으면 얼른 걸러가지고 가 가르질 쟀으니까 딱 한 가루씩만 딱 갈라가지고 딱 이렇게 쥐고 이 엄지가락을 이렇게 스스 내밀어요
내미러요	내밀어요
응 내미 그러치 요 내미 미테 꺼는 두 개는 요레 꼭 짭꼬 짜니요 요놈 내밀르이 요 갈키꺼아니요	응 내밀어 그렇지 이 내밀어 밑에 거는 두 개는 이렇게 꼭 잡고 있잖아요 이걸 내밀어이놈 내 밀면 이 갉히 거 아니요
그 갈리치머는 오른 손 이기 이기 미테 두 개는 피로써	그 갈리치면 오른 손 여기 여기 밑에 두 개는 필요없어
이 세 개여 고담 장가락 엄지가락 세개 간 네 개 까지고 이래 때구래	이 세 개야 그 다음가운데 손가락 엄지가락 세 개  네 개 가지고 이렇게 때고 그래
이 탁 때면서 요러게 탁 때면서 때면서 손 꼭 쥐고 이럼 꼭 꼭 꼭 쥐 아네요	이 탁 때면서이렇게 탁 때면서 손을 꼭 쥐고 이러면 꼭 꼭 꼭 쥐지 않아요
탁 쥐면서 탁 쥐며는 이 그 대공이 나요 처 이래머는 내려가주 손꾸락 이럳 이럳 탁 이러 무레 주너	탁 쥐면서 탁 쥐면 이 그 대공이 나요 쳐서 이러면 내려가지고 손고락을 이렇게 탁이렇게
쏘쫌 이래 쏘는 때공이거드뇨	이래 대공이거든요
소늘 뚝 지버 넌는다고요	손을 뚝 집어 넣는다고요
요 그래 콱 꼬찌먼 댐비래 이제 그래야 쉽찌 이걸	이걸 그래 콱 꽂으면 단번에 이제 그래야쉽지 이걸
자부며는 안 되겐네요	잡으면 안 되겠네요
끄틀 응 끄틀 이래 끄클 이래 쥐고 이래먼 또 이 소늘 가 때 이래먼 마니 다서 베기 꼬질 째한 패기 베끼 몯 꼬져	끝을 응 끝을 이렇게 끝을 이렇게 쥐고 이러면 또 이 손을 가 때 이러면많이 다섯 베기 꽂을 때 한 베기 밖에 못 꽂아
한 뻬기 바께요	한 베기 밖에요
응 이짝 소늘 이 내미러요 기게 기게가 내밀드시	응 이쪽 손을 이 내밀어요 기계 기계가 내밀듯이
소늘 내밀면서 그냥	아 손을 내밀면서 그냥
응 가 턱 쥐면서	응 가 턱 쥐면서
쥐면 그냥 또 바꼬 바로 꼼네요	쥐면 그냥 또 받고 바로 꽂네요
그냥 응 그래이머는 저서 내다보먼 머이 손끄테 무리 좀 이리 이따 내자네요	그냥 응 그러면 저기서 내려다보면 뭐 손끝에 물이 좀 이렇게 이따가 내잖아요
내가 뭐 서 따루 심니 뭐 그냥 하머는 일 때가지고	내가 뭐 서서 따로 심으면 뭐 그냥 하벼는 이렇게 때어 가지고
꼬즈먼 는네요	꽂으면 늦네요
안재료 이미 내래 행교 요 소늘 소늘요	이미 내가 한 거에요 이 손을 손을요
네 착 착 착 착 네 네	아 네 착 착 착 착 네 네
왕엳 때 이거 때 놔쓰니까 쥐미 쥐미 메빠꾸 꼬자뇨 요 요	때어 이거 때어 놨으니까 쥐면서 쥐면서 몇 바퀴 꽂잖아요 요 요
쥐면서 그냥 반네요	쥐면서 그냥 받네요
그럼 그 항 개이 탕 그게 이차 그 며태 배워야 돼요	그럼 그 한 개 그게  그 몇 해 배워야돼요
처메 가먼 우 절문 소인 시저레 가머는 이 모쫑해 모쫑	처음에 가면 젊은 소인 시절에 가면이 모종해 모종
모쫑을 움지기구 쌀문 그긷 모 뜨는 거 또 모 실른 거 요 자세히 보고 자기가 시방 메 일하문 어른들한테 쿠사리 쿠사리라고 그래써 서룸 반는다구 서룸	모종을 움직이고 삶은 그거모 뜨는 거 또 모 실른 거 이거 자세히 보고 자기가 시방 이렇게 일하면 어른들한테 쿠사리 쿠  사리라고 그랬어 설움 받는다고 설움
하그따구로 심니기 하먼 또또기 배우래먼 미테 배워야 매드른 시미나요 매드른 잘 심사는 잘 심는 사라문 한 해에 한 마지기 시머요 하루	하그따위로 심냐 하면 똑똑히 배우라고 하면 몇 해 배워야 매는 힘이나요 매는 잘 심사는 잘 심는 사람은 한 해에 한 마지기 심어요 하루
우리두 우리집 그전 대돋 노늘 마니 안 부처도 뽑 뽀펴 댕겨따구	우리도 우리집 그전 논을많이 안 부쳐도 뽑혀 다녔다고
잘 심는다구	잘 심는다고
까지는 거 탁 쳐서 마리 이럼 탁 이래 이리 착 깡겨	까지는 거 탁 쳐서 말이야 이러면 탁이래 이리 착 감겨
글교	그러는 거에요
네 하하하하	네 하하하하
그러케 인제 모를 이게 심네요 이게 쪼끔	그렇게 인제 모를 심네요 이게 조금
그러케 모를 이제 심짜나요 이제 다 시물 꺼 아니에요	그렇게 모를 이제 심잖아요 이제 다심을 거 아니에요
싱꼬나면 그 다메	심고나면 그 담에
매지요	매지요
괄리를 이제 해야죠	관리를 이제 해야지요
응 노늘 가 노늘 가 이제 매야조	응 논을 가서 논을 가서 이제 매야지요
논 이쪼게 그 모사리라능 게 이짜나 모사리	논 이쪽에 그 모서리라는 것이 있잖아 모서리
인제 아니 인제 시머 노머는 그게 뿌리를 때가지고 다시 가따 시무니까 그게 아처네요	이제 아니 이제 심어 놓으면 그게 뿌리를 때어 가지고 다시 가져다 심으니까 그게
사라미 사람 마나커드 병 병드러 가지고 안 시기래요 싱물도	사람이 사람 마냥 병 병들어가지고 안 래요 식물도
그러니까 인제 그게 인제 한 이시빌 시보일 그초 그래 인제 요런건 오창 시머 노먼 노라치	그러니까 인제 그게 인제 한 이십 일 십오 일 그렇지요 그래 인제 이런 것은  심어 놓으면노랗지
고다으메 인제 그기 무사랑 까무 우에 팔구래 하게 내려 잔차네요	그 다음에 이제 그  위에 팔구래 하게 내려 앉잖아요
그래먼 그 인제 소느로 소로 매 그 노늘 소쿰 삼백 평 두 마지기면 삼백 평이 아님니까	그러면 그 이제 손으로 소로 매 그 논을  삼백 평 두 마지기면 삼백 평이 아닙니까
그럼 이제 한 이주 후에 하나요	그럼 이제 한 이주 후에 하나요
이주 후에	어 이주 후에
이주 후에는 뭐 한 이시비이리나 되머는 가서 소느로 이 소느로 직쩝 마리야 그 포하 여줄 줄 하고 포기하고 사이 사에가 이 단 메씨짠드루 자네요 요러케	이주 후에는 뭐 한 일이나 되면 가서 손으로 이 손으로 직접 말이야 그   이 줄 줄하고 포기하고 사이 사이가 이 단 잖아요 이렇게
그럼 고 사이 이 손 하나 드러갈 정도가 시꾸든뇨	그럼 고 사이에 이 손 하나 들어갈 정도가
그래먼 고 포김 저탱이가 손 이래거드뇨 소니	그러면 그 포 젖탱이가 손 이렇거든요 손이
이러게 맨다고	이렇게 맨다고
호미로 매는 거 아니고 고거는 흑 흥무를 이래죽 이래죽 걸러주능교	호미로 매는 게 아니고그거는 흑 흙물을 이래죽 이래죽 걸러주는 거에요
벼에 벼 인는 고 서인는 서 세운데다가 소느로 이러케	아 벼에 벼 있는 거기 서있는 서세운데다가 손으로 이렇게
응 소느로	응 손으로
쓰다드머주는 거네요	쓰다듬어주는 거네요
