dialect	standard
인제 퍼부만 엳끼리미 인제 걸러서	이제 퍼 부으면 엿기름 이제 걸러서
그러케 해서 인제 그 엳끼리미를 소테다 붜서 훙그르를 허게 해서	그렇게 해서 이제 그 엿기름을 솥에다 부어서 훙그르를하게 해서
한 솓 안쳐 요러케 짤람짤라머게	한 솥 안쳐 이렇게 짤람짤람하게
그러먼 이제 그거이 인제 여서씨간 일곱씨가니만 사가 다	그러면 이제 그게 이제 여섯시간 일곱시간이면 삭아 다
아주 이르케 바바를 이케 민대기마는 아주 요기서 다 노가 그러만 그쪼게는 짜는 거야	아주 이렇게 밥알을 이렇게 민대기면 아주 여기서 다 녹아 그러면 그 쪽에는 짜는 거야
인제 그냥 이 잘래기에다가 베 베잘래기 그냥 그런데다가 짜	이제 그냥 이 잘래기에다 베 베잘래기 그냥 그런 데에다가 짜
그걸 인제 짜가지구 짜가지구 인제 이 소테다가 부꾸 그걸 장작뿌를 다 때서 인제 그냥	그걸 이제 짜가지고 짜가지고 이제 이 솥에다가 붓고 그걸 장작불을 다 때서 이제 그냥
여시 되드락 여 테레비두 나오자나 여시 되드락 인제 쪼려	엿이 되도록 여기 텔레비전에도 나오잖아 엿이 되도록 이제 졸여
그 이제 그냥 쪼리마는 인제 그냥 한 반 그러케 뒈서 인제 이러케 주거그로 이러커먼 아주 인제흘러내리구 저기허게 쫄먼 아주 그거이 발그스름허게 저기 되자나 그 연무리	그 이제 그냥 졸이면 이제 그냥 한 반 그렇게 되서 이제 이렇게 주걱으로 이렇게 하면 아주이제 흘러내리고 저기하게 졸면 아주 그게 발그스름하게 저기 되잖아 그 엿물이
그러만 아주 그 연무리 무척 마시서 아주 이러케 이런 새까리루 그냥 저러케 될때	그러면 아주 그 엿물이 무척 맛있어 아주 이렇게 이런 색깔로 그냥 저렇게 될 때
그리구서는 이제 그걸 인제 되 누군 여털랴만 떡 찌거머께 헐랴만 주거그로 이러케 떠서	그리고선 이제 그걸 이제 되 누군 엿하려면 떡 찍어먹게 하려면 주걱으로 이렇게 떠서
이러케 똑똑 흘러내리마는 엳 찌거머글 꺼 껀 떠노쿠	이렇게 똑똑 흘러내리면 엿 찍어먹을 건 떠 놓고
또 인제 강정허구 인제 번드래기 여스루다가 헐랴마는 그냥 주거게서 이러케 주거게서 인제 그냥아주 떠러지지 아늘 정도 이러케 내려오자나	또 이제 강정하고 이제 번드래기 엿으로다가 하려면 그냥 주걱에서 이렇게 주걱에서 이제그냥 아주 떨어지지 않을 정도 이렇게 내려오잖아
그리마는 그쪼게는 인제 부를 안 때구	그러면 그쪽에는 이제 불을 안 때고
다 인제 그냥 고무종이를 깨끄시 해다가서는 깔구	다 이제 그냥 고무종이를 깨끗이 해다가서는 깔고
떠다가 거기다 인제 한 국짜씩 이러케 노마는 똥구라케 이러케 번드래기가 되자나 번드래기	떠다가 거기다 이제 한 국자씩 이렇게 놓으면 동그랗게 이렇게 번드래기가 되잖아 번드래기
그리구 인제 강정헐껀 또 이르 그르세다 퍼노쿠 강정헐꺼 바발강정허구 콩강정헐껀	그리고 이제 강정할 건 또 이렇게 그릇에다 퍼 놓고 강정할 거 밥알강정하고 콩강정 할 건
그러커구서는 인제 그러케 해서 번드래길 쭈욱 이러케 해놔 이러케 이러케	그렇게 하고선 이제 그렇게 해서 번드래기를 쭉 이렇게 해놔 이렇게 이렇게
해노만 해노쿠서는 또 그걸 해노쿠	해놓으면 해놓고서는 또 그걸 해 놓고
인제 강정헐꺼는 또 함바게다가서는	이제 강정할 거는 또 함박에다가서는
그저넨 함박뚜 그러케 해꾸 또 먼저 나와쓸 때는 양은다라이야	그 전엔 함박도 그렇게 했고 또 먼저 나왔을 때는 양은대야야
양은다라이에다가서는 인제 그 바발티기를 노쿠 여슬 다마다가 거기다가 놔	양은대야에다가서는 이제 그 밥알튀기를 놓고 엿을 담아다가 거기다가 놔
거기다 이러케 국자루다 떠 붜 그르만 인제 묻짜나	거기다 이렇게 국자로다 떠 부어 그러면 이제 묻잖아
그르만 그냥 이러케 버무려서 또 고무종이에다가서는	그러면 그냥 이렇게 버무려서 또 고무종이에다가서는
이러케 펴노쿠서는 짝짝 그냥 그 저 국쑤 미는 저거 방맹이루다가 짝짝 이러케 미러	이렇게 펴놓고서는 짝짝 그냥 그 저 국수 미는 저거 방망이로다가 짝짝 이렇게 밀어
미러서 도툼허게 이러케 머글만치 되 그러케 해서 맨드러놔따가 꾸득꾸드커마는 짤르지 뭐칼루다가	밀어서 도톰하게 이렇게 먹을만치 돼 그렇게 해서 만들어놨다가 꾸득꾸득하면 자르지 뭐칼로다가
다 짤라서 이러케서 함바게다 다마노쿠	다 잘라서 이렇게 해서 함박에다 담아놓고
또 엳빤드래기 이러케 해놔떤 건 다 쩍쩍 이러나만 또 해서 또 콩가루하고 뭐 저런 거 해서 술술뿌리만 켜켜이 해서 다마놔따가서는	또 엿번드래기 이렇게 해놨던 건 다 쩍쩍 일어나면 또 해서 콩가루하고 뭐 저런 거 해서 술술뿌리면 켜켜이 해서 담아놨다가서는
다마놔따 하낙씩 해다가서는 손님들 오구 또 머글 땐 쩍쩍 이러케 뻐글러서 때려서 그러케 해서머꾸 그러지 뭐	담아놨다 하나씩 해다가서는 손님들 오고 또 먹을 땐 쩍쩍 이렇게 뻐개서 때려서 그렇게 해서먹고 그러지 뭐
그러케 허는 거야	그렇게 하는 거야
그럼 아까 술두 담가서 드셔따 그래짜나요  수른 또 이케 순서대로 좀 이케 한번 말쓰믈해주시게써요	그럼 아까 술도 담가서 드셨다 그랬잖아요  술은 또 이렇게 순서대로 좀 이렇게 한번 말씀을 해주시겠어요
수른 수른 술두 인제 싸를 당가	술은 술은 술도 이제 쌀을 담가
인제 엳빱찌듯 그러케 당 해따가 시루에다 또 쩌 아주 꼬두바브루	이제 엿밥 찌듯 그렇게 담 했다가 시루에다 또 쪄 아주 고두밥으로
그르만 옌나레는 그걸 잘래기에다 다마서	그러면 옛날에는 그걸 자루에다 담았어
인제 그 벼짤래기	인제 그 베 자루
그런데다 다마서 저기다가선 이러케 노쿠서는 이런 걸 더퍼노쿠 그러케해서 한 이트리구 얼마구그걸 띠여	그런데다 담아서 저기다가선 이렇게 놓고선 이런 걸 덮어놓고 그렇게 해서 한 이틀이고 얼마고그걸 띄워
그걸 띠마는 그 잘래기에서 그냥 이러케 허만 아주 그 꼬두바비 그 술랴글 해서 버무려서 노마는	그걸 띄우면 그 자루에서 그냥 이렇게 하면 아주 그 고두밥이 그 술약을 해서 버무려서 놓으면
아주 하야케 펴 새똥 꼭 새똥거찌 뭐	아주 하얗게 펴 새똥 꼭 새똥 같지 뭐
새똥모 모냥으루 펴야지 이제 그걸 수를 다마	새똥모 모양으로 펴야지 이제 그걸 술을 담아
그러커마는 새똥거치 한 이틀마네 피마는 그거를 인제 항아릴 여그다 드려다노코 오지항아릴드려다노코	그렇게 하면 새똥같이 한 이틀만에 피면 그거를 이제 항아리를 여기다 들여다놓고 오지항아릴들여다놓고
그러커구 인제 그 다 편 아주 새똥거치 그냥 이르케 바스러지게 펴지마는	그렇게 하고 이제 그 다 편 아주 새똥같이 그냥 이렇게 바스러지게 펴지면
그걸 여그다가 가따가서는 저기 노쿠 그걸 거기 항아리에다 다마	그걸 여기다가 갖다가서는 저기 놓고 그걸 거기 항아리에다 담아
당꾸 인제 무를 인제 시마리구 너마리구	잠고 이제 물을 이제 서 말이고 너 말이고
인제 한말 저기해싱께는 한 그냥 서너말 되게 무를 여기다가 붜놔	이제 한 말 저기했으니깐 한 그냥 서너말 되게 물을 여기다가 부어 놔
그리구 누룩 이짜나 또 밀 밀 해서 인제 누루글	그리고 누룩 있잖아 또 밀 밀 해서 이제 누룩을
누루글 또 인제 해서 맨드러서 띠여서 옌나레는 띠 띠지	누룩을 또 인제 해서 만들어서 띄워서 옛날에는 띄 띄우지
그 인제두 저런 인제 그 누루근 먼 누루기야 나두 인제 저 강화으베서 사와보지만	그 이제도 저런 이제 그 누룩은 뭔 누룩이야 나도 이제 저 강화읍에서 사와보지만
우더른 그냥 미를 아주 빵에다가 곱따너케 이러케 어니 정도 가라가주구 누루글 맨드러찌 똥그라케	우리들은 그냥 밀을 아주 방아에다가 곱단하게 이렇게 어느 정도 갈아가지고 누룩을 만들었지동그랗게
이러케 그냥 그저네두 누룩 판두 인는데 그냥 베보재기에다가 해서 이러케 그냥 뭉치면 똥그라케돼	이렇게 그냥 그 전에도 누룩 판도 있는데 그냥 베보자기에다가 해서 이렇게 그냥 뭉치면 동그랗게돼
그러만 그냥 그거 띠여가지구 누룩 맨드러서	그러면 그냥 그거 띄워가지고 누룩 만들었어
그러케해서 누루글 이제 한장이구 두장이구 또 쿡쿡 인제 바슬러 저 돌절구에다 찌어 송괘이루다곱다너케	그렇게 해서 누룩을 이제 한 장이 있고 두 장이 있고 또 쿡쿡 이제 부숴 저 돌절구에다 찧어방망이로다 곱단하게찌어서 그러케해서 여그다 가따가서는 이제 그거 술 밥 띠언 거 여기다 허만 거기따가선 한장이구두장이구 그 누룩뚜 쫌 너어쪄서 그렇게 해서 여기다 갖다가서는 이제 그거 술밥 띄운 거 여기다 하면 거기다가선 한 장이고두 장이고 그 누룩도 좀 넣어
그러만 그거 인제 누룩술 데는 거야	그러면 그거 이제 누룩술 되는 거야
한지 일주이리구 한 파릴 파리리구 그러케 해서 인제 데마는 그거 인제 게자나 꿀럭꿀럭꿀러카구	한 지 일주일이고 한 팔일 팔일이고 그렇게 해서 이제 되면 그거 이제 고이잖아 꿀럭꿀럭하고
떠올라서 게 그러구서는 한 반 정도 게마는 이러케 찌거머거보먼 아주 달크무르를 허구 그러먼섬두마시찌 뭐	떠올라서 고여 그리고선 한 반 정도 고이면 이렇게 찍어먹어보면 아주 달큰하고 그러면서도맛있지 뭐그래서 그거이 인제 다 게마는 또 찹쌀 삽 찹쌀 주글 쒀 바블 허든지 주글 쒀그래서 그게 이제 다 고이면 또 찹쌀 찹쌀 죽을 쒀 밥을 하든지 죽을 쒀
그러켄 멥쌀루 해두 되구 그랜데 찹쌀주글 해서 쑤만 쒀서 여기다가 훙그를허게 또 무를 해가지구여기다 붜	그렇게는 멥쌀로 해도 되고 그런데 찹쌀죽을 해서 쑤면 쒀서 여기다가 훙그를하게 또 물을해가지고 여기다 부어
그리마는 찹쌀주글 해부마는 수리 호리호리허구 달크믈허구 마시꾸 아주	그러면 찹쌀죽을 해 부으면 술이 호리호리하고 달큰하고 맛있고 아주
멥싸를 허만 좀 들 호로로허구 그래	멥쌀을 하면 좀 들 호롤로하고 그래
그러케 해서 인제 또 다 게마는 그쪼게 저런 그 그쪼게는 아주 그냥 저 찹쌀주글 해서 붜서	그렇게 해서 이제 또 다 고이면 그쪽에 저런 그 그쪽에는 아주 그냥 저 찹쌀죽을 해서 부어서한 사미리구 사이리구 데마는 다 게마는 아주 동 다 가라앙꾸 아주 동동주가 데는 거야한 삼일이구 사일이구 되면 다 고이면면 아주 동 다 가라앉고 아주 동동주가 되는 거야
아주 노라케 그냥 그 누루기구 뭐구 그런 건 기냥 야깐 뜨구 다 가라안저	아주 노랗게 그냥 그 누룩이고 뭐고 그런 건 그냥 약간 뜨고 다 가라앉아
그리군 그냥 그리만 그냥 바가지루다 이러케 미러서 그냥 가따 떠다가두 그냥 머꾸	그리고는 그냥 그러면 그냥 바가지로다 이렇게 밀어서 그냥 갖다 떠다가도 그냥 먹고
청주루두 떠서 인제 체에다 바타서 그냥 병에다 다마노코두 머꾸	청주로도 떠서 이제 체에다가 밭아서 그냥 병에다 담아놓고도 먹고
근데 그냥 마껄리루 머글랴만 더러는 그러카구 그냥 막 걸러서 걸러서 다마노쿠 먹찌 뭐	그런데 그냥 막걸리로 먹으려면 더러는 그렇게 하고 그냥 막 걸러서 걸러서 담아놓고 먹지뭐
그리구 항아리에 그냥 저 써느런 데 내다노쿠 그냥 머글 때만 저기해서	그리고 항아리에 그냥 저 써늘한 데 내다놓고 그냥 먹을 때만 저기해서그럼 인젠 허는 사람 음써 안해 내나 저기해서 허지그럼 이젠 하는 사람 없어 안 해 나나 저기해서 하지
내나 저기허서 허지 인제두 저런데 저 고구처네 그짝 사람드리 좀 마니 해	나나 저기해서 하지 이제도 저런 데 저 고구촌에 그쪽 사람들이 좀 많이 해
할무니들두 그러쿠 절믄 사람들두 그러구 근데 이쪼게선 허는 사람 별루야 안해	할머니들도 그렇고 젊은 사람들도 그러고 그런데 이쪽에선 하는 사람 별로야 안 해
난 기냥 여기 우리 저 삼추니 그저네 이장 보구 그럴 때 여기 처뚜마리 드러오는 창꼬 인는 데그 삼추니	난 그냥 여기 우리 저 삼춘이 그전에 이장보고 그럴 때 여기 첫머리 드러오는 창고 있는 데그 삼춘이
이장두 보구 저 면사무소 사람들두 그냥 며 마니 그냥 손님들두 오구 그냥 그리마는	이장도 보고 저 면사무소 사람들도 그냥 며 많이 그냥 손님들도 오고 그냥 그러면
저기 형수가 핸 마껄리가 조타구 그냥 저기헌다구 그래니까	저기 형수가 한 막걸리가 좋다고 그냥 저기한다고 그러니까
해주만 그니껜 그걸 인천 가따 와따 가따허는 저기 시장에서	해주면 그러니까 그걸 인천 갔다 왔다 갔다하는 저기 시장에서
사가지구 와서 당가서 그냥 내가 주구 이럴 때두 머꾸 그냥 그런다구 그래서 내가 이 보메두한번 해찌	사가지고 와서 담가서 그냥 내가 주고 일할 때도 먹고 그냥 그런다고 그래서 내가 이 봄에도한 번 했지
해서 모짜리들 허는 날 그냥 걸러서 그러케서 빠케스에다 해서 올려보내 가따머그라구	해서 못자리들 하는 날 그냥 걸러서 그렇게 해서 양동이에 해서 올려보내 갖다먹으라고
가따들 머꾸 오민가민 그냥들 머꾸 그러게 그래따구드라구 저기해서	갖다들 먹고 오며가며 그냥들 먹고 그러게 그랬다고 하더라고 저기해서
마시껜네요 아주  마시께써요	맛있겠네요 아주  맛있겠어요
그리구 아까 또 그 연 만드는 과정에서 시캐 얘기도 잠깐 하셔짜나요  시캐는 또 어트게만드는	그리고 아까 그 엿 만드는 과정에서 식혜 얘기도 잠깐 하셨잖아요  식혜는 또 어떻게만드는
시캐는 그저넨 소테다가 여쌔기듣 그러케 새겨서  그러케해서그냥 저기해서 그러는데	식혜는 그 전엔 솥에다가 엿 삭이듯 그렇게 새겼어 그렇게 해서 그냥 저기해서 그러는데
근데 그냥 이 양바니 그런 그걸 조아해 시캐를	그런데 그냥 이 양반이 그런 그걸 좋아해 식혜를
근데 인제 이 저기에두 강기가 드러서 저기허구 바메두 그냥 뭘 저기허만 잡쒀스만 허니까는이 여르메두 저기야	그런데 이제 이 저기에도 감기가 들어서 저기하고 밤에도 그냥 뭘 저기하면 잡쉈으면 하니깐이 여름에도 저기야
장차 해서 그래 해서 두버늘 해서 잡쒀 근데 인저는 소테다 안허지	장차 해서 그래 해서 두 번을 해서 잡숴 그런데 이제는 솥에다 안 하지
밥통 보온밥 밥통 이짜나	밥통 보온밥 밥통 있잖아
거그다 바패가지구  그냥 엳끼 엳끼리미 사다가서는 그냥	거기다 밥해가지고  그냥 엿기 엿기름 사다가서는 그냥
한 봉 사다 걸러서 밥 좀 해 인제 그냥	한 봉 사다 걸러서 밥 좀해 이제 그냥
업시 그러케 해	없이 그렇게 해
그러만 요런 밥 해멍는 솓 거기다가서는 해가지구서는 한 봉 시캐 한 봉 사다 걸러서	그러면 이런 밥 해먹는 솥 거기다가서는 해가지구서는 한 봉 식혜 한 봉 사다 걸러서
그러케 해서 그냥 가라안처서 그러케 해서 인제 바비 다 되마는 다 되서 저기허구 그리마는 거걸러놔떤 여끼리미	그렇게 해서 그냥 가라앉혀서 그렇게 해서 이제 밥이 다 되면 다 돼서 저기하고 그러면 거  걸러놨던 엿기름
그걸루 그냥 밥통에다가 붜	그걸로 그냥 밥통에다가 부어
붜눠서 그냥 이러케 해노만 그거는 감주는 다서씨간 그러케 되만 사가	부어 놔서 그냥 이렇게 해놓으면 그거는 감주는 다섯시간 그렇게 되면 삭아
다서여서씨간	다서여섯시간
그러커마는 그냥 저기야 옌나렌 그거 소딴지에다 똑 이러케 그냥 붜가지구서 까쓰에다 끄리는데	그렇게 하면 그냥 저기야 옛날엔 그거 솥단지에다 똑 이렇게 그냥 부어가지고서 가스에다끓이는데
그걸루다가 한솓 꼴깍 안치마는 인제 요런 양은냄비에다가 더러 질러서 부꾸	그걸로다가 한 솥 꼴깍 안치면 이제 이런 양은냄비에다가 더러 질러서 붓고
까쓰에다 끄리구 그냥 그거 인제 저기 취사를 눌러 그러먼 거기서 끄러	가스에다 끓이고 그냥 그거 이제 저기 취사를 눌러 그러면 거기서 끓어
그러먼 그냥 설탕 조끔 너쿠 인제 여끼리미가 덜 달자나	그러면 그냥 설탕 조금 넣고 이제 엿기름이 덜 달잖아
그니깐 좀 달다너케 머글랴머는 설탕을 좀 너 끄려서 쪼릴 때	그러니까 좀 달달하게 먹으려면 설탕을 좀 넣어 끓여서 졸일 때
그러캐서 그냥 해노쿠서는 저 김치냉장고에 너어노쿠 저녀기마는  그럼 인제는 보리를 안심짜나	그렇게 해서 그냥 해놓고선 저 김치냉장고에 넣어놓고 저녁이면  그런 이제는 보리를 안 심잖아
그리니까는  저기허구	그러니깐  저기하고
응 그러캐섬 그래서 이 저기 여르메두 강기드러서 저기허구 그냥 기침나구 그리만 저기호만 바메그냥 하나 업씨나 그러케 되마는 또	응 그렇게 해서 그래서 이 저기 여름에도 감기들어서 저기하고 그냥 기침나고 그러면 저기하면밤에 그냥 하나 없이나 그렇게 되면 또
저기 기침나서 저기호만 찬 거 잡쑤만 저기하니까 또	저기 기침나서 저기하면 찬 거 잡수면 저기하니까 또
내 좀 냄비에다 좀 끄려서 따끄넌 거 잡쑬 적뚜 이꾸 어드런 땐 그냥 퍼다 잡쑬 적뚜 이꾸 그러치	내 좀 냄비에다 좀 끓여서 따끈한 거 잡술 적도 있고 어떤 땐 그냥 퍼다 잡술 적도 있고그렇지
그러케 해 머거 저기두  그건 쉬워 인전 지베서 해멍는건	그렇게 해 먹어 저기도  그건 쉬워 이제 집에서해먹는 건
옌나렌 그저 소테만 새겨서 불만 때야대는 줄 안데 인제는 전기밥쏘시 이짜나	옛날엔 그저 솥에만 삭혀서 불만 때야되는 줄 알았는데 이제는 전기밥솥이 있잖아
나미 자리가 데서 저기지 자믈 저기해서 졸 졸리나봐	남의 자리가 되서 저기지 잠을 저기해서 졸 졸리나봐
가마 써 이 아가씨는 여기 첨이나 첨 완나봐  처음 와써요 얘는	처음 왔나봐  처음 왔어요 얘는
펴나니 안저 발저려	편안히 앉아 발 저려
학교 마처 가치	학교 마쳐 갔지
어어	어어
지애는 석싸를 이제 바다꾸요 이버네 바다꾸 저친구도 이제 곧 인제 해서 바 열씨미 해서 바다야하구요	지애는 석사를 이제 받았고요 이번에 받았고 저 친구도 이제 곧 이제 해서 바 열심히 해서받아야 하고요
그럼 된장 간장 꼬추장도 다 담가 잡쑤신 거예요 옌나레는	그럼 된장 간장 고추장도 다 담가 잡수신 거예요 옛날에는
지금두 당가먹찌지금두 당가먹찌 그렁거야	지금도 담가 먹지 그런 거야
이유 인제 회과네두 어저께 그냥 한거시기 퍼가서 저거 그러지요	아유 이제 회관에도 어저께 그냥 한 거시기 퍼 갔어 저거  그렇지요
응 아주 그냥 저기헌 사람들 매  된장 된장을 담가다머그만 아유 우린 인제두 저기두 양배추 쩌서 그냥 저기자나	응 아주 그냥 저기한 사람들 매  된장 된장을 담가다먹으면 아유 우린 이제도 저기도 양배추 쪄서 그냥 저기잖아
그 인천사람들 온데 그저 받 나가서 꼬추 따다 찌거머꾸	그 인천사람들 온 데 그저 밭 나가서 고추 따다 찍어먹고
그냥 저기 요런 냄비에다 끄려서 꼬추장하고 된장하고 떠다가서는 그냥 끄려선 멍는데 마시따구들허데	그냥 저기 이런 냄비에다가 끓여서 고추장하고 된장하고 떠다가서는 그냥 끓여선 먹는데 맛있다고들 하데
어저께두 그러게 여기 동네 된장덜 그러게 된장 그런 거 짜야지 되자나	어저께도 그러게 여기 동네 된장들 그러게 된장 그런 거 짜야지 되잖아
된장 그런 거 짜야지 안짜먼 좀 틀리자나	된장 그런 거 짜야지 안 짜면 좀 틀리잖아
버 아이 벌레두 짜두 저기허긴 허지마는 그러케 저기야	버 아이 벌레도 짜도 저기하긴 하지만 그렇게 저기야
된장이 싱거마는 시크므르해요 그래서 짜게 당그자나	된장이 싱서우면 시큼해요 그래서 짜게 담그잖아
그르니깐 그냥 이러케 찌거머끼는 좀 저기라구러는데 어저께 거 퍼간는데 그래요 아유 된장만만 음는데 무어이 아주머이 어드러타 그레요 그러게	그러니까 그냥 이렇게 찍어먹기는 좀 저기라고 그러는데 어저께 거 퍼갔는데 그래요 아유된장 맛만 없는데 뭐가 아주머니 어떻다 그래요 그러게
짜게 당그니껜 마시꾸 그냥 그저넨 이 고기 궈머꼬 동네서 그냥 이 사네 올라서 고기궈그 마머꾸 그리만 그저 우리 된장만 퍼다먹찌	짜게 담그니깐 맛있고 그냥 그 전엔 이 고기 구워 먹고 동네에서 그냥 이 산에 올라가서 고기구워 마 먹구 그러면 그저 우리 된장만 퍼다 먹지
여 내가 그냥 다 내가 끄려서 가따주구 뭐 미끼리탕허구	여 내가 그냥 다 내가 끓여서 갖다주고 뭐 미꾸라지탕하고
올다니만 이 사네다가서는 양은솓 가따노쿠 불 때구 그냥 그 나무 그 사네서 그냥 때니깐	올라다니면 이 산에다가서는 양은솥 갖다놓고 불 때고 그냥 그 나무 그 산에서 그냥 때니까
해서 머꾸 저 서울 사람드리 아저씨드리 오만 그저네 그러게 호준 어머이가 늘 그 소리 허자나	해서 먹고 저 서울 사람들이 아저씨들이 오면 그 전에 그러게 호준 어머니가 늘 그 소리 하잖아
에유 그럴때가 아주먼네 사네서 미끼리루 탕끄려서 머꾸 그럴 때가 조은 시저리지 인전	에유 그럴 때가 아주머니네 산에서 미꾸라지로 탕끓여서 먹고 그럴 때가 좋은 시절이지 이제
그저 까스에만 허구 그냥 저기허구 그래	그저 가스에만 하고 그냥 저기하고 그래
난 어끄저께두 저기 저 양은소테다 바패가지구 바블 다 눌려서 해머거봔네	난 엊그저께도 저기 저 양은솥에다 밥 해가지고 밥을 다 눌려서 해먹어봤네
저기 누룽지 해머글랴구	저기 누룽지 해먹으려고
아이 그런데 저기야 그 현미싸리 조타구그래서 현미싸를 십키로 사다가 바블 해멍는데	아이 그런데 저기야 그 현미쌀이 좋다고 그래서 현미쌀을 십키로 사다가 밥을 해먹는데
그 현미싸리 조타그래두 탁탁타타커구 저기야	그 현미살이 좋다 그래도 탁탁탁탁하고 저기야
암녁쏘테다가 허닝까는 해먹지	압력솥에다가 하니까는 해먹지
그런껜 현미 찹쌀 그리께는 찹싸러구 멥싸러구는 저기허는데	그러니까 현미 찹쌀 그러니까는 찹쌀하고 멥쌀하고는 저기하는데
현미싸를 십키로를 사다가 찹싸러구 멥싸러구 서껀 데다가 그거를 호나블 해가지구 하는데	현미쌀을 십키로를 사다가 찹쌀하고 멥쌀하고 섞은 데다가 그거를 혼합을 해가지고 하는데
암녁쏘테다가 허마는 좀 난데 그냥 이러케 허니까는 더 탁  탁타그려	압력솥에다가 하면 좀 나은데 그냥 이렇게 하니까는 더 탁
거 응 서리태콩하구 서꺼서 그냥 해멍는데 저기드라구	거 응 서리태콩하고 섞어서 그냥 해먹는데 저기더라고
꼬추장 된장 다 저기지 그럼	고추장 된장 다 저기지
이 기우리만 인제 콩농사를 해가지구 기우리만 인제 콩타자글 호마는 인제 저기야	이  이제 콩농사를 해가지고  이제 콩타작을 하면 이제 저기야
이 저기 아래 뭐야 메주를 쒀 소테다가	이 저기 아래 뭐야 메주를 쒀
소테다 인제 콩을 인자 한마리구  그러묘 아래 쑤죠	솥에다 이제 콩을 이제 한 말이고  그럼요 아래 쑤죠
아유 이 저기 김장만 끈나만 김장만 끈나만 메주 쑤는 거야	아유 이 저기 김장만 끝나면 김장만 끝나면 메주 쑤는 거야
메주를 쒀서 그러케 해서 인제 메주를 맨드러서 놔따가서는	메주를 쒀서 그렇게 해서 이제 메주를 만들어서 놨다가서는
인제 뿌득뿌득 말르머는 지브루다가 지브루다가 여꺼서 저기다가서는 마당에 인제 저런 눈 안오구해뼈뚜 좀 쎄구 그런 데다가 매다라	이제 뿌득뿌득 마르면 짚으로다가 짚으로다가 엮어서 저기다가서는 마당에 이제 저런 눈 안오고 햇볕도 좀 세고 그런 데에다가 매달아
매다라따가서는 그거 인제 서딸 음녁 음녁 서딸 구뭄 명일 인제 댈 임바캐서	매달았다가서는 그거 이제 섣달 음력 음력 섣달 그믐 명일 이제 될 임박해서그걸 띠어다가서는 빡스에다가서는 재 이러케 뜨드턴데 노쿠 집 노쿠 그러커구 메주를 재그걸 띄워다가서는 박스에다가서는 재 이렇게 뜨듯한 데 놓고 짚 놓고 그렇게 하고 매주를재
그러마는 인제 뜨자나 그러만 멩일 세구 정월짱을 당가야 장을 인제 저기야 모짜리 허기 저네쪼리구 그린다구	그러면 이제 뜨잖아 그러면 명일 쇠고 정월장을 담가야 장을 이제 저기야 못자리 하기 전에졸이고 그런다고
인제 그냥 정월 한 저기야 센지 한 이시보일 그 저기 이십사이리나 이시보일 그 경에는 장을당가	이제 그냥 정월 한 저기야 쇤지 한 이십오일 그 저기 이십사일이나 이십오일 그 경에는 장을담가
당가따가서는 당가따 한달  음료수두  우리 조은 거이찌 응	담갔다가서는 담갔다 한달  음료수도  우리좋은 거 있지 응
그 쑹무를 조금씩 줘 으응 응  쑥 쑥 저기야	으응 응  쑥 쑥 저기야
이걸 뽀바야지  저기에다가 인제 매시리구 뭐구 다 효소만들자나 쑥뚜 인제 그러케핸거지 머	이걸 뽑아야지  저기에다가 이제 매실이고 뭐고 다 효소 만들잖아 쑥도 이제그렇게 한 거지 뭐
이 할머이가 맨드른 거 저 쑹내 향기나구 조아 쑤기 사랑께두 조차나	이 할머이가 만든 거 저 쑥내 향기나고 좋아 쑥이 사랑께도 좋잖아
또 이 해풍마즌 쑤기 조타 강화쑤기 그래서 조타 그러지	또 해풍 맞은 쑥이 좋다 강화쑥이 그래서 좋다 그러지
강화 약쑥	강화 약쑥  그럼 바다 근처에 거 다 잘라다가서
그거 일련 돌만에 짜가지구 먹찌	그거 일 년 돌만에 짜가지고 먹지
근데 그런 거이 조은데 해머끼 귀차느니께 그냥 해서 저러케 두구 우덜두 커피만 머거	그런데 그런 게 좋은데 해먹기 귀찮으니까 그냥 해서 저렇게 두고 우리들도 커피만 먹어
난 다리가 시원칠 아나서 이러커구 이서	난 다리가 시원칠 않아서 이렇게 하고 있어
아유아유 괜차느심니다 예	예 아유아유 괜찮으십니다
나 삼급장애야	나 삼급장애야
된장을 만들다 마라써요 아까  아까 메주 떼워 띄워노쿠	된장을 만들다 말았어요 아까  아까 메주 떼워 띄워놓구
메주를 인제 그러케해서 띠어 빡쓰에다가서는 인제 지블 인제 한케씩 너쿠 인제 띠여가지구서는	메주를 이제 그렇게 해서 띄워 박스에다가서는 이제 짚을 이제 한 켜씩 넣고 이제 띄워가지고서는
정월 인제 저기 한 이시보일 그러케 되마는 인제 장을 당가 소금무를 타	정월 이제 저기 한 이십오일 그렇게 되면 이제 장을 담가 소금물을 타
인제 메주 메주 한마를 쑤마는 다때	이제 메주 메주 한 말을 쑤면은 닷 되
다때를 메주 다때를 한마를 쑤마는 인제 소금두 인제 동가블 해	닷 되를 메주 닷 되를 한 말을 쑤면 이제 소금도 이제 동갑을 해
소금두 소금두 동가블 해서 인제 무를 인제 시마리구 얼마구 인제 저기야 노켜 소금 한마레다가	소금도 소금도 동갑을 이제 물을 이제 서 말이고 얼마고 이제 저기야 녹여 소금 한 말에다가
