dialect	standard
쌀라라 쌀라오는 나라글 그걸루 훌터 가주구	예 쌀나락 쌀 나오는 나락을 그걸로 훑어 가지고
인재 방애애다 찌서 얼렁 얼렁 머걸라거	이제 방아에다 찧어서 얼른 얼른 먹으려고
인재 그릭 그리캐	이제 그렇 그렇게
머라구요	뭐라고요
초련 멍는다 그래	초련 먹는다고 그래
초련	초련
초련	예 초련
초련	초련
초련	초련
저 그말두 지금 첨 드러보능 건대요	저 그 말도 지금 처음 들어보는 건데요
초려는 인재	초련은 이제
초 초려내	초련에
잴 츠매 할찌개	제일 처음에 할 적에
초려내 멍넌 거럴 인재 업씨 살다 보니까	초련해 먹는 거를 이제 없이 살다가 보니까
초련 멍는 방애럴 인재 그르캐 가주 찌서 먹찌요	초련 먹는 방아를 이제 그렇게 해 가지고 찧어서 먹지요
방애까내 가서	방앗간에 가서
초려니라 고란다고	초련이라고 그런다고
츠매 그래 훌터 가주구 해문	처음에 그렇게 훑어 가지고 하면
그걸 초련 멍는다 그래요	그걸 초련 먹는다 그래요
초련 머걸 때 그리캐 해 가주 먹지요	예 초련 먹을 때 그렇게 해 가지고먹지요
그거 얼렁 머 얼렁 익찔 모타자나요	그거 얼른 뭐 얼른 익지를 못하잖아요
배가 고푸고 하니깨	배가 고프고 하니까
그걸 인재 훌터다가 이거 홀찌깨라구 그래요	그걸 이제 훑어다가 이것을 벼훑이라고 그래요
그 홀찌깨 인재 쑤수때로 맨드릉 기 그기 홀찌깨요	예 벼훑이 수수깡로만든 게 그게 벼훑이요
홀찍깨	예 벼훑이
훌트 훌룬다고 훌찍깨라구 구라대요	예 훑는다고 벼훑이라고 그러데요
이르캐 하고	예 이렇게 하고
인재 그 방애두 인재 찌먼 그거 인재 그거두 버리쌀 다 나올 때 그거 나옹거 인재 그 버리쌀 내고	이제 그 방아도 이제 찧으면 그거 인제 그것도 보리쌀다 나올 때 그거 나온 거 이제 그 보리쌀 내고
이랄 때 나오능 거 그걸루 인재 애덜 사까루 느 가주구	이럴 때 나오는 거그걸로 애들 사카린 넣어 가지고
이래 또 그걸루 또 이르캐 개떠글 또 만드러 가주구	이제 또 그걸로 또 이렇게 개떡을 또 만들어 가지고
그래두 주구	그래도 주고
그르캐 사라써요	그렇게 살았어요
사능 기	사는 게
흐흐흐	흐흐흐
그라다가 내덜두 크구	그러다가 애들도 크고
인재 모두 인재 공부두 이래 갈치구 하니깨 즈더리 다 나가서 살구	이제 모두이제 공부도 이렇게 가르치고 하니까 자기들이 다 나가서 살고
인재 이래 사니깨 애더리 돈 조 가주 인잰 이르캐 사라요	이제 이렇게 사니까 애들이 돈 줘 가지고 이제 이렇게 살아요
허허허	허허허
할머니 절머쓸 때 고생하셔쓰니	할머니 젊었을 때 고생하셨으니
인잰 머 노녀내는 쪼꼼 그래두 맘 펴나개 이쓰셔야지	이제 뭐 노년에는 조금 그래도 마음 편하게 있으셔야지
아이 피라내 머	아이 피란에 뭐
장녀내 인재 사	작년에 이제 사
저기 피라 머 다 타뻐리고 아무 거뚜 움넌대	저기 피란 뭐 다 타버리고 아무 것도 없는데
오니깨 글쌔 그냥 흐그루 지벌 만드러 가주	오니까 글쎄 그냥 흙으로 집을 만들어 가지고
흑짱지불 지코	흙장집을 짓고
요 아내만 요래 발라 가주 살더라고요	요 안에만 이렇게 발라 가지고 살더라고요
요래 아내만	이렇게 안에만
아내만 인재 발라 가주 그래 살구	안에만 발라 가지고 그렇게 살고
우리 인재 아번니먼 그르캐 펜차느시 가주구 인재 게시는대	우리 이제 아버님은 그렇게 편찮으셔 가지고 이제 계시는데
머 우리 사춘 시아즈바이가 야꾸걸 하는대	뭐 우리 사촌 시아주버니가 약국을 하는데
그 야글 암만 지다 써도 안 드시고	그 약을 아무리 지어다 써도 안 듣고
그래 들떨 아나드라고요	그래  듣지를 않더라고요
그래 가주구서 인재 저 온 두 달마내 도러가시써	그래 가지고서 저 온지 두달만에 돌아가셨어
워나개 머 그 예전 어르신드리 드시능 거뚜 만 만 모뜨시지	워낙에 그 예전 어르신들이 드시는 것도 많 많이 못 드시지
고생은 고생대로 하시지	고생은 고생대로 하시지
그런대다가 머 치료나 재대로 되깨써요	그런데다가 뭐 치료나 제대로 되었겠어요
그르니깐	그러니깐
사머 그전 저뿌니 아니라	사뭇 그전 저뿐만 아니라
제 또래나 저 우칭이나 이래 그 머 다 그르캐 고생하고 사라짜나요	제 또래나 저 위층에나 이렇게 그 뭐 다 그렇게 고생하고 살았잖아요
지금 우리 미태칭서부터먼	지금 우리 밑에층서부터는
인재 가마니 보먼 그런 경얼 안 재끼찌요	가만히 보면 그런 경우를 안 겪었지요
우리 우칭하구 저하구넌 그런 경령얼 지끼찌마는	우리 위층하고 저하고는 그런 경험을 겪었지만은
우리 미태 칭더런 그렁 걸 몰루구 사라찌요	우리 밑에 층들은 그런 걸 모르고살았지요
고 미태서부텀 차차차차 지끔까지 인재 그랭개 업찌요	그 밑에서부터 차차차차 지금까지 그런 게 없지요
조아저찌요	좋아졌지요
하라버지 그르신대 팔람매라 그르셔짜나요	할아버지가 그러셨는데 팔 남매라그러셨잖아요
아까 할머니두	아까 할머니도
예예	예예
팔람	팔 남
지금 다 어디 어디 가서 사라요	지금 다 어디어디 가서 살아요
지금 인재 저기 저 이천 이천 가서 이써요	지금 이제 저기 저 이천 이천가서 있어요
우리 네째 아더리	우리 넷째 아들이
이천 거기 가서 인재 그 현대자동차애 인재 거기 가서	이천 거기 가서 그현대자동차에 이제 거기 가서
기냥 밤 머꼬 살가요	그냥 밥 먹고 살아요
그라고 우리 큰따른 이 잴 큰따리 저 대구	그리고 우리 큰딸은 이 제일 큰딸이 저 대구
대구 살고	대구 살고
개 서저마고 사라요	게 서점하고 살아요
대전서	대전서
그라고 인재 우리 크나더리 인재 우리 딸미태가 인재 크나더린대	그리고 이제우리 큰아들이 이제 우리 딸 밑에가 큰아들인데
대전 사라요	대전 살아요
대전 그 으나수 아빠트애 가 살거던요	대전 그 은하수 아파트에 가 살거든요
거기 사는대	거기 사는데
거기서 인재 대전교도소라카능대 거기 이써요	거기서 이제 대전교도소라고 하는데 거기 있어요
교도관이싱가	교도관이신가
교도가내 거기 이꾸	예 교도관으로 거기 있고
우리 두째 딸도 인재 대저니꾸요	우리 둘째 딸도 이제 대전 있고요
근대 우리 세 우리 세째 아더런 대구인넌대	그런데 우리 세 셋째 아들은 대구있는데
대구 가 이써요	대구에 가 있어요
우리 세째 아들두	우리 셋째 아들도
대구 가 이꼬	대구 가 있고
인재 우리 망내따른 저 부여라는대 가서 이써요	우리 막내딸은 저 부여라는데 가서 있어요
충남	충남
그라고 인재 우 아덜로 해서 망내가 여기 유성기어배 취지캐 가주	예 그리고 아들로 해서 막내가 여기 유성기업에 취직해 가지고
그래 댕기구	그래 다니고
다 머 잘	다 뭐 잘
기냥	예 그냥
게시내요	계시네요
애더리기냥 그래	예 애들이그냥 그래
그저낸 그르캐 사느라고 가덜 갈치고 이랄 때넌 막 담배농사 해짜나요	그전에는 그렇게 사느라고 그애들 가르치고 이럴 때는 막 담배 농사 했잖아요
담배농사럴 한	담배농사를 한
그르캐 담배농사 해 가주구 우리 아덜 갈치구	그렇게 담배 농사를 해 가지고우리 아이들 가르치고
그때 당시는 또 이르캐 사내끼를 꽈 가주구서 지부루 이르캐 이르캐 여꺼써요	그때 당시는 또 이렇게 새끼를 꼬아 가지고서 짚으로 이렇게 이렇게 엮었어요
담배럴	담배를
하나씩 다 끼워짜나요	하나씩 다 끼웠잖아요
다 끼 가주고요	다 끼워 가지고요
그래 여꺼 가주구서 그걸 해 가주구	그래 엮어 가지고서 그걸 해 가지고
막창이라고 이써요	막창이라고 있어요
여 야지 다라 나오자나요	여기 야지리 달아 나오잖아요
인재 달때애다가 우애서부 야지야지 다라 나와 가주구	달대에다가 위에서부터야지야지 달아 나와 가지고
그거뚜 으디 저기 머 하 한 줄빼기두 두 아니구	그것도 어디 저기 뭐 한 한줄빼기도 또 아니고
그기 마나요	그게 많아요
아주 기냥 그래 가주 그 건조시리라는 대 꽉 차 가주구서	아주 그냥 그래가지고 그 건조실이라는 데 꽉 차 가지고
막창이라는디럴 라오먼 사라미 망 무래 탁 빠징 거 거터요	막창이라는 데를나오면 사람이 막 물에 탁 빠진 거 같아요
막창깨 나와서	막창께 나와서
맨 끄파내 인재 하구 이르캐 나올 때는	맨 끝판에 이제 하고 이렇게 나올 때는
인재 그 달때라능 개 인는대	그 달대라는 게 있는데
그걸 바꼬서 그러캐 하는대	그걸 밟고서 그렇게 하는데
그건 이르캐 얼마나 그기 힘드러요	그건 이렇게 얼마나 그게 힘들어요
산내끼루 꽈 가주구 하능 기 그르캐 핸는대	새끼로 꽈 가지고 하는 게 그렇게했는데
그라다 봉깨 우리는 그거럴 인재 하다가	그러다 보니까 우리는 그거를 하다가
인재 아덜두 크구 이라구 아내써요	이제 아이들도 크고 이러고 이제 안 했어요
인재 그냥 기냥 애덜두 이르캐 저기 하구 한다 그래먼	그냥 그냥 애들도 이렇게 저기 하고 한다고 그러면
나중애 하는 사람덜 보니깨 엄청 시워요	나중에 하는 사람들 보니까 엄청쉬워요
그냥 인재 막 다발채 이르캐 따다가요	그냥 이제 막 다발채 이렇게 따다가요
다발로이랜 저그 저기가 이때요	다발로 에 이런 저기 저기가 있대요
저 철짱으로 이르캐 해 농 기	저 철장으로 이렇게 해 놓은 게
한다 한다발썩 기냥 가따 그걸 탁 풀러 가주구서	한다 한다발씩 그냥 갖다 그  걸 탁 풀러 가지고
짝 까라 노쿠서넌 우애다가 인재	쫙 깔아 놓고서는 위에다가 이제
그거뚜 철짱 여 여 널비가 요고만 요마넌 하지요	그것도 철장 요 요 너비가요고만 요만은 하지요
근대 그걸루 탁 까따 노쿠서 인재 이르키 그	그런데 그걸로 탁 갖다 놓고서이제 이렇게 그
기기 저기 이캐 거기 짱구넝 개 이때요	그게 저기 이렇게 거기 잠그는 게 있더라고요
가따 꽝 눌러노먼 짝 양짜개 다 땡기거드뇨	갖다 꽉 눌러 놓으면 짝 양쪽에다 묶거든요
그람 가따 그걸루 기냥 하니깨 그르캐 십때요 오냥	그러면 갖다 그걸로 그냥하니까 그렇게 쉽데요 워낙
아이구 우리는 그르캐 힘들개 해 가주 사라써요	아이구 우리는 그렇게 힘들게 해 가지고 살았어요
그저내 기냥 산내끼 꽁 골루 점부 끼 가주구	그전에 그냥 새끼 꼰 걸로 전부끼워 가지고
그래서 그르캐 해 가주구 인재 애더럴 갈치 가주 이르캐 사란는대	예그래서 그렇게 해 가지고 이제 애들을 가르쳐 가지고 이렇게 살았는데
인재 바번 머꼬 사라요	이제 밥은 먹고 살아요
즈더리 인재 기냥 모두	자기들이 그냥 모두
가서 사니까 허허	가서 사니까 허허
손두 마니 가자나요	손도 많이 가잖아요
그 담배농사가	그 담배농사가
말도 모태요	말도 못 해요
그때넌 꼭찌 지짜나요	그때는 꼭찌 짓잖아요
지그문 지그문 시워요	지금은 지금은 쉬워요
조릴 아내요	조리를 안 해요
조릴 아나고 그냥 다발채로 가따 바치는대	조리를 안 하고 그냥 다발채로 갖다바치는데
그렇지요	그렇지요
그땐 조릴 일리리 해 가주 매드벌 지야 디야	그땐 조리를 일일이 해 가지고 매듭을 지어야 돼
새걸 다 가리써요	색을 다 가렸어요
종 거는 종 거대루	좋은 거는 좋은 거대로
노랑 건 노랑 거때루	노랑 거는 노랑 것대로
뿔궁 건 뿔궁 거	붉은 건 붉은 거
새카망 건 새카망 거대루	새까만 건 새까만 것대로
젤 새카망 건 또 젤 새카망 거대로 막	제일 새까만 건 또 제일 새까만 것대로 막
이르캐 해 가주구서넌 그걸 또 하꾸라구 바가써요	이렇게 해 가지고서는 그걸또 장사라고 박았어요
하꾸	상자
하꾸라고 이러는 인재 저기 그 나무루 짱기 이써요	상자라고 이러는 이제저기 그 나무로 짠 게 있어요
고래 거기다가 꽉꽉 느 가주구 인재 발바 가주구서루 그거 인재 빼 가주구 무꺼짜나요	그래 거기다가 꽉꽉 넣어 가지고 이제 밟아 가지고서 그걸 이제 빼 가지고 묶어잖아요
그거 저르캐 해 가주구	그거 저렇게 해 가지고
그르캐 무꺼 가주구서는 이래 해 가주 가따 바치서	그렇게 묶어 가지고서는이렇게 해 가지고 갖다 바쳐서
그걸 인재 돈 그래 해서 그걸루 아더럴 모두 이래 갈치고	그걸 돈 그래 해서그걸로 아이들을 모두 이렇게 가르치고
그르캐 사라찌요	그렇게 살았지요
지그먼 담배농살 진능 검 지그먼 또 아나는 사라문 아나자나요	지금은 담배농사를 짓는 건 지금은 또 안 하는 사람은 안 하잖아요
하는 사람 하드라고요	하는 사람은 하더라고요
또 그린대 우리가 안 하니 안 하고 한 이 녀닝가 삼녀닝가 댄는대	또 그런데 우리가 안 하니 안 하고 한 이 년인가 삼 년인가 됐는데
아이 그르캐 수워라개 농살 지뜨라구요	아이 그렇게 수월하게 농사를 짓더라고요
아이구 우린 그르캐 애럴 머꾸 나 농살 찌써요	아이고 우린 그렇게 애를 먹고 나 농사를 지었잖아요
고냥 애덜 갈 때	그냥 아이들 가르칠 때
그거 불 때는 거뚜 또 이리자나요	그거 불 때는 것도 또 일이잖아요
그거	그거
보일러 아낄라구	보일러 아끼려고
그래 가주구 그걸 또 부럴 때요	그래 가지고 그걸 또 불을 때요
그개 기수리라고	그게 기술이라고
거기 이르캐 해 가주 미태서 부럴 때먼	거기 이렇게 해 가지고 밑에서 불을때면
그거 쯔느라고 바매 잠두 모짜자나요 또	그거 찌느라고 밤에 잠도 못 자잖아요 또
밤짜물 모짜고 머 그냥 그르캐	밤잠을 못 자고 뭐 그냥 그렇게
해 가주 그거럴 일리리 그걸 또 꼭찌럴 지차나요	해가지고 그거를 일일이 그걸 또 꼭지를 짓잖아요
노랑 거 돠 꼭찌 지치	노랑 거 꼭지 짓지
또 그 다매 꺼 다매 꺼 인재 메찔루 이르캐 해 가주구	또 그 다음에 거 다음에 거 이제 몇 등급으로 이렇게 해 가지고
꼭찌를 지서 하꼴 박찌요	꼭지를 지어서 상자를 박지요
기냥이나 해요	그냥이나 해요
지그먼 다발루 막 이르캐 해 가주 하니까 얼마나 시워요	지금은 다발로 막 이렇게 해 가지고 하니까 얼마나 쉬워요
다 꼭찌를 지 가주구 그래 해 가주구 해써	다 꼭지를 지어 가지고 그렇게 해가지고 했어
아유 참 그때 옌날 재래르능 거 생가글 하구 살먼 일리리 마럴 모태요	아유참 그 때 옛날 는 거 생각을 하고 살면 일일이 말을 못 해요
그거 옌나래 건조시래서 꺼내먼 비오는나리든 날 조온 나리든 아주머니들 또어 처마 미태 안자 가주 그거 싹 이래	그거 옛날에 건조실에서 꺼내면 비 오는 날이든 날 좋은 날이든 아주머니들 또처마 밑에 앉아 가지고 그거 싹이렇게
그럼뇨 노벌 으더 가주 하지요	그럼요 놉을 얻어 가지고 하지요
담배조리꾸널 인재 머 열맹이고 인재 머 얼매 얼매고 인재 이르캐 으더 가주	담배조리꾼을 이제 뭐 열 명이고 이제 뭐 얼마 얼마고 이렇게 얻어 가지고
그거를 머 열탄 열땐 명 어떤지 어짜던지 해 가주구서	그거를 뭐 열 한 열댓명 얻든지 어쩌든지 해 가지고서
그거뚜 인재 졸 노벌 으더야 대요	그것도 조리 놉을 얻어야 돼요
고건 그래 노부더가주 인재 글 점부 새까리 가주구	그건 그래 놉을 얻어 가지고 그걸 전부 색을 가지고
꼭찌를 매 가주구서	꼭지를 매어 가지고서
그래 가주구서 하꼬 바가서 가따 바치자나요	그래가지고 상자 박아서 갖다 바치잖아요
그 꼭찌 매능 거 그거 하능 걸 조림 조리한다 그러능 거요	그 꼭지 매는 거그거 하는 걸 조림 조리한다 그러는 거에요
에 꼭찌 진능 거럴 인재 조리라 구라지요	예 꼭지 짓는 거를 이제 조리라그러지요
꼭찌를	꼭지를
조리를 한다	예 조리를 한다
아이구 그 담배조리라구 하지요	아이고 그 담배조리라고 하지요
인재 그르캐 수부카만 엄청 힘들개	그렇게 수북하면 엄청 힘들게
우리들 상거넌 얘기 모태요	우리들 산 거는 얘기 못 해요
허허허	허허허
저 저 학꾜다닐 때두 저히 어머니 그렁 거 하셔꺼든뇨	저 저 학교 다닐 때도저희 어머니 그런 거 하셨거든요
우리는 농사는 인재 그 안 해는대	우리는 농사는 이제 그 안 했는데
남 남들 그 담배쪼리한다 그러먼 가셔서 그렁 거 하시구	남 남들 그 담배조리한다 그러면 가셔서 그런 거 하시고
그렁 건 제가 바써요	그런 건 제가 봤어요
그르치유	그렇지요    그른대 지금 죄송하지만 선생니먼 지금 어트개 대시써요 그런데 지금 죄송하지만 선생님은 지금 어떻게 되셨어요
쉬운네시요	쉰넷이요
시은내시애요	쉰넷이에요
개띠	개띠
개띠	개띠
마느로	만으로
만 마느로	만으로
깨띠	개띠
우리 큰따리 개띠거든뇨	우리 큰딸이 개띠거든요
신느이요	쉰넷이요
우리 큰따리	우리 큰딸이
우리 큰따리 지금 신느이고	우리 큰딸이 지금 쉰넷이고
우리 크나더리 지금 스이여	우리 큰아들이 지금 셋이야
쉰스이	쉰셋
연연생얼 해 가주그서	연연생을 해 가지고
처다이 연연생얼 그래 인재  나쿠서 인재	예 첫 아이를 연연생을 그래 낳고서 이제
연연생얼 해 가주구	연연생을 해 가지고
언재부턴가 전 나이도 잘 모르개써요	언제부턴가 전 나이도 잘 모르겠어요
이개 따저 바야지 알지	이게 따져 봐야지 알지
하하하하	하하하
하하하하	하하하
그르치유	그렇지요
난 아덜 딸 이럼 전부 다 다 모르넌대 머	난 아들 딸 이름 전부 다 다 모르는데 뭐
며싸린지두	몇 살인지도
흐흐	흐흐
허허	허허
애기 손자들 생기면 손자 이름두 잘 몰르는대요	애기 손자들 생기면 손자 이름도 잘 모르는데요
헤헤헤	예 헤헤헤
허허	허허
아이구 옌나래넌 아주 고생한 사람덜 저기 드러보먼	아이고 옛날에는 아주 고생한 사람들 저기 들어보면
머 이캐 참 항 거 생가카먼	뭐 이렇게 참 한 거 생각하면
이 쩌기 쑥뚜 하두 뜨더다 머거싸 가주구 쑥뿌링이꺼지 캐다가	이 저기 쑥도하도 뜯어다가 먹어대서 쑥뿌리까지 캐다가
그그를 기냥 찌 가주구서 막 이르캐 해서 머꼬	그것을 그냥 찧어 가지고서 막이렇게 해서 먹고
막 그래 사라짜나요	막 그래 살았잖아요
우리보다 더 고생한 사람더런 그래써요 또	우리보다 더 고생한 사람들은 그랬어요 또
그르캐 사라써요	그렇게 살았어요
쑥뿌링이꺼지 다 캐다가	쑥뿌리까지 다 캐다가
머 드래 머글 꺼뚜 업써짜나요	뭐 들에 먹을 것도 없었잖아요
지그미니까 그거뚜	지금이니까 그것도
업써요	없어요 예
뜨드면 다 나무린대두 안 뜨찌만 옌나래는 머	뜯으면 다 나물인데도 안 뜯지만 옛날에는 뭐
그러묘	그럼요 예
하두 서루 뜨더다 머거싸두	하도 서로 뜯어다 먹어대서
쑥뚜 우꾸	쑥도 없고
나물두 별루 웁써요	나물도 별로 없어요
막 저런 큰 사느루 가야 이꾸	막 저런 큰 산으로 가야 있고
그르치 근대	그렇지 근데
지그먼 머 나무리구 머구 흔해빠지자나요	지금은 뭐 나물이고 뭐고 흔해빠지잖아요
다 머 그래쓰니깨	다 뭐 그랬으니까
사내 나물뜨르 뜨드더두 다녀 보셔써요	산에 나물 뜯으 뜯으러도 다녀 보셨어요
인재 사내 나물 뜨드루두 메 뻔 가써요	산에 나물 뜯으러도 몇 번 갔어요
저는 마닝 안 가써요	저는 많이는 안 갔어요
팔람매를 키울라카닝깨	팔 남매를 키우려니까
맨날 머 그 지배서머 인재 이끼도	매일 뭐 그 집에서 에 뭐 이제 있기도
지배서 일하기도 저기하고	집에서 이러기도 저기 하고
나물두 제대로 난 뜨더다 먹뚜 모태서요	나물도 제대로 난 뜯어다 먹지도 못했어요
나물 이르물 몰라서 저는 며깨빠깨 몰라요	나물 이름을 몰라서 저는 몇 개밖에몰라요
하하하하하	하하하하하
취나물 머 이렁 거 며깨바깨 모르고 근대	취나물 뭐 이런 거 몇 개밖에 모르고 그런데
그르치요	예 그렇지요
으르신들 얘기 드러보니까 나물 종뉴두 갱장이 만트라구요	어르신들 얘기 들어 보니까 나물 종류도 굉장히 많더라고요
에 에	예 예
저넌 나물 뜨드루 메 뻔 가보도 모태쌔요	저는 나물 뜯으러 몇 번 가보지도못 했어요
나무른 뜨드루	나물을 뜯으러
나물 뜨드러 갈 새도 업떠라고요	나물 뜯으러 갈 새도 없더라고요
사느라고	사느라고
어트개 살다보닝깨 헤헤	어떻게 살다보니까 헤헤
그래서 기냥	그래서 그냥
이 저기 여기 저기 지그먼 잘사라요	저기 여기 저기 지금은 잘 살아요
그 사람더리	그 사람들이
에 나경이 어머이라고 인넌대 그 사라미 가주 오먼	에 나경이 엄마라고 있는데 그 사람이 가지고 오면
저는 마니 사 머거써요	저는 많이 사 먹었어요
저는 갈 쌔는 우꾸	저는 갈 새도 없고
개서 그래 그 지배 지금 잘 사라요	예 그래서 그래 그 집은 지금 잘 살아요
그런 사람드리	그런 사람들이
에 지금 잘 살구 이써요 그집	에 지금 잘 살고 있어요 그집
맨처매 겨론 하셔 가주구 시논 살리말 때	맨 처음에 결혼 하셔 가지고 신혼살림할 때
여기 하라버지 말쓰무로는 이 집	여기 할아버지 말씀으로는 이 집
쩌기 여기 여기 여기요	저기 여기 여기 여기에요
예 예	예예
여기서 여기 오닝깨 기냥 피라내짐 초가찌배요	여기 오니까 그냥 피란에 지은초가집이예요
흑짱 바가	흙장 박아
이재 초가찌비 여 아내만 발르 배까태서 발르지두 앙쿠	초가집이 여기 안에만바르고 바깥에서 바르지도 않고
그래는대 진재 제가 와 가주구서	그랬는데 이제 제가 와 가지고
여 이는 발루구 나는 흑 떠 버주고 이래 가주 발러써요	이 이는 바르고 나는흙 떠 부어주고 이렇게 해 가지고 발랐어요
그래 가주구 살다가	그래 가지고 살다가
인재 또 머 새루 인재 초가지벌 작꾸 이구	이제 또 뭐 새로 이제 초가집을자꾸 이고
이르캐 살다가	이렇게 살다가
나중애는 이재 이기 에 모새로 인재	나중에는 이제 이게 모래로 이제
저 새며나고	저 시멘트하고
이래 저 여기 또랑까애 거기서루 인재 개와라구 박 개와 박떠라고요	이래저 여기 도랑가에 거기서 이제 기와라고 박 기와 박더라고요
모새럴 퍼다가	모래를 퍼다가
그걸루 인재 또 이 지벙얼 또 뜨더내구서	그걸로 이제 또 이 지붕을 또 뜯어내고
그걸루 새로부 또 함 번 이썯써요	그걸로 새로 또 한 번 이었었어요
그걸루 이다가 인재 그걸 이 인재 새루 여기서 인재	그걸로 이다가 이제 그걸이 이제 새로 여기서 이제
쩌 보조 해준다	저 보조 해준다
지벌 지먼	집을 지으면
그리 해 가주구서 인재 그래 그저 한 팔뱅마눤 바더 가주구서 이 거 징 거예요	그렇게 해 가지고 이제 그렇게 한 팔백만원 받아 가지고 이거 지은 거예요
그래 가주 지써요	그래 가지고 지었어요
지 가주 인재 지금 애덜두 저래 살구	지어 가지고 지금 애들도 저렇게 살고
기냥 이리캐 사닝깽 이기 만조기지요 머	그냥 이렇게 사니까 이게 만족이지요뭐
허허허	허허허
처매 시논살리말 때는 어떵 걸 까꾸 마련하셔써요	처음에 신혼살림할 때는 어떤 걸 가지고 마련하셨어요
그때 머 전쟁터라	그때 뭐 전쟁터라
전쟁 끈나고 나서라 머	전쟁 끝나고 나서라 뭐
아무거뚜 웁찌	아무것도 없지
아무거뚜 웁써찌요	아무것도 없었지요
그쌔에 기냥 머	글쎄 그냥 뭐
그럭또 우꼬오 머 살리미라고넌	그릇도 없고 뭐 살림이라고는
살리미라곤 아주 일쩔 움능 기여	살람이라고는 아주 일절 없는 거야
인재 논 마니 인재 그 쪼꿈 이써찌요	이제 논은 많이 이제 조금 있었지요
인재 그 논만 받 쪼꿈마구 이르캐 논만 쪼꿈 이썬넌대	이제 그 논만 밭 조금하고 이렇게 논만 조금 있었는데
그 얘기럴 다 모태요	그 얘기를 다 못해요
선생님 허허허허	선생님 허허허허
살림사리는 어떵 걸 처매 마려나셔써요 그러면	살림살이는 어떤 걸 처음에 마련하셨어요 그러면
츠매요 츠매 와	처음에요 처음 와
겨론 처매 하셔쓸 때	결혼 처음에 하셨을 때
겨론 츠매 인재 해 가주구넌 인재 아무거뚜 참 업짜나요	결혼 처음에 이제해 가지고는 이제 아무것도 참 없잖아요
다 태우구 아무거뚜 우꾸	다 태우고 아무것도 없고
여기서 인재 우리 아번님 저 아푸시니깨	여기서 우리 아버님 아프시니까
자꾸 인재 머 돈 이쓰먼 좀 그렁 거뚜 좀 이르캐 하다 봉깨	자꾸 이제 뭐 돈  이 있으면 좀 그런 것도 좀 이렇게 하다 보니까
돈도 엄능가 그르캐 근대	돈도 없는가 그렇게 그런데
제가딸만	제가딸만
우리 어머이 아부지가 사형재구요	우리 어머니 아버지가 사 형제고요
아더리 업써요	아들이 없어요
그래 가주 다 시집 뽀내고 인재 이랑깨 제가 제 혼자 나마 가주구 인재 살다가	그래 가지고 다 시집 보내고 이러니까 제가 저 혼자 남아 가지고 살다가
아부지가 열뚜살 잡싸서 도라가시 가주구	아버지가 열두 살 먹어서 돌아가셔가지고
인재 어머이 혼자 게시닝깨	어머니 혼자 계시니까
저 우리 아버지가 구 남매여	저 우리 아버지가 구 남매야
그래 구 남맨대	그래 구 남매인데
젤 쫑마리 자건아부지럴 인재 오시라캐	제일 끝에 작은아버지를 오시라고해서
옌나리 그리차나요	옛날이 그렇잖아요
여기 지그먼 여자드리 다 해머꼬 사는대	여기 지금은 여자들이 다 해 먹고 사는데
옌나래넌 모태 머거요	옛날에는 못 해 먹어요
인재 해먹떨 모타구 이랑깨 인재	이제 해 먹지를 못하고 이러니까
우리 어머이가 인재 시동상이 온다고 고라니깨 오라캐 가주구 한 때 사라써요	우리 어머니가 이제 시동생이 온다고 그러니까 오라고 해 가지고 한 데 살았어요
한 때 살다가 인재 저넌 인재 이르캐 와 가주구	한 데 살다가 저는 이렇게 와가지고
그거럴 인재 얘기럴 한다먼 이 양바니 인재 줌 저기 하지마넌	그것을 얘기한다면 이 양반이 이제 좀 저기 하지만
인재 저두 이르캐 시집 인재 와 가주구 살지마넌	이제 저도 이렇게 시집을 와가지고 살지만
우리 어머이가 인재 도널 좀 쪼꼼 이써써요	우리 어머니가 돈을 좀 조금 있었어요
쫌 이썬넌대	조금 있었는데
그때 도느루 한 한 오마넌이먼 큰도니써요	그때 돈으로 한 한 오만이면큰 돈이었어요
그러치요	그렇지요
오마너니먼 큰도닌대	예 오만 원이면 큰돈인데
인재 이마눠넌 내가 장내럴 놔써요	이제 이만 원은 내가 장례를 놨어요
이마눠는 인재 글 우리 어머이 매지루 이르캐 놔따가	이만 원은 이제 그것을우리 어머니 몫으로 이렇게 놓았다가
이 양바니 알지마넌	이 양반이 알지만
그거럴 고만 자꾸 이자 쪼꼼쪼꼼 주더라가 말다가 이라민성	그거를 그만 자꾸 조금 주다가 말다가 이러면서
그라다가 고만 다른 대루 이살 갇 두 찌비다 이살 가곤 이재 띠 뻐리써요 그거  넌	그러다가 그만 다른 데로 이사를 가 두 집이 다 이사를 가고 이제 떼어 버렸어요 그것은
그라고서 인재 고 돈 이마눠느루 제가 인재 아수웅 걸 사떠요	그리고 그 돈이만 원으로 제가 아쉬운 거를 샀어요
여기서	여기서
머 다 피라내 다 저기 하고나니깨 웁짜나요	뭐 다 피란에 다 저기 하고 나니까 없잖아요
그래 가주구 인재 머 여 강우리사고	그래가지고 뭐 광주리 사고
머 우지런 빨래 뚜디리능 거 그렁 거뚜 웁써요	뭐 이런 빨래 두드리는 거 그런 것도 없어요
빨래 인재 직	빨래
옌나랜 푸를 해짜나요	옛날에는 풀을 했잖아요
