dialect	standard
이번 태풍 때민에 낭기가 부라졌잖소	이번 태풍 때문에 나무가 부러졌잖소
고놈 참 부랑타	그놈 참 사납다
물이 오염되머서버텅 불거지들이 배를 까구 죽어 가구 있구 구래	물이 오염되면서부터 산란기에 붉은 혼인색을 띤 피라미의 수컷들이 배를 까고 죽어 가고 있고 그래
날이 춘데 배깥이 오래 있으니께 살이 죄 부러트지	날이 추운데 바깥에 오래 있으니까 살이 죄 부르트지
아궁이다 불 때구 부루깽이루 헤치구 허는 거지	아궁이에다 불 때고 부지깽이로 헤치고 하는 거지
해만 지먼 아들이 부르라니 들와	해만 지면 아이들이 우르르 들어와
즈그들끼리 놈서 딴 애기가 옆에 섰는디도 부리도 않드랑께	자기들끼리 놀면서 다른 아이가 옆에 서 있는데도 부르지도 않더라니까
오늘 지녁은 돼지고기에 부리쌈 싸 무까	오늘 저녁은 돼지고기에 상추쌈 싸 먹을까
어린 기 눈을 부리씨구 치다보더라니께	어린 것이 눈을 부릅뜨고 쳐다보더라니까
부림봉답은 팔 때 값을 비싸게 받을 수 있니더	빗물과 지하수를 함께 이용하는 농토는 팔 때 값을 비싸게 받을 수 있습니다
부샆으로 불씨를 퍼 가주구 화로에다 느먼 되겠다 싶아	부삽으로 불씨를 퍼 가지고 화로에다 넣으면 되겠다 싶어
초벽을 맨들려며는 흙덩이를 잘 부셔구 시작한다	초벽을 만들려면 흙덩이를 잘 부수고 시작한다
불붙이그러 부쇠기 좀 가주고 온나	불붙이게 부시 좀 가지고 오너라
부싯독에 부수짖을 좋게 대구 있어	부싯돌에 부싯깃을 잘 대고 있어
부수짗을 앳돌에 잘 대 놔라	부싯깃을 부싯돌에 잘 대 놓아라
몸치헌 것은 부숭복에 몸을 잠 지지믄 낫을텐디	몸살 난 것은 온돌방의 아랫목에 몸을 좀 지지면 나을텐데
몸에 부시르미가 나서 개룹다	몸에 부스럼이 나서 가렵다
머리에 왜 그라 부시름이 많나	머리에 왜 그렇게 부스럼이 많니
부셋돌에 부시짖을 잘 지껴 놔두고라우	부싯돌에 부싯깃을 잘 기대 놓아두고요
너 모욕 안 하면 부실목 난다닝께	너 목욕 안 하면 부스럼 난다니까
얼매나 불을 때 불었는가 부심박 쪽에 장판이 꼬실라질락 헌다야	얼마나 불을 때 버렸는지 온돌방의 아랫목 쪽의 장판이 그을리려고 한다
먼 일로 부아탔는가 모르겄지만 여그서 화풀이허지 말아라이	무슨 일로 부아가 났는지 모르겠지만 여기에서 화풀이하지 말아라
바깥양반이 출타만 허믄 부애타서 돌아오시니 우째야 쓸랑가 모리겄네	바깥양반이 출타만 하면 부아가 나서 돌아오시니 어째야 하나 모르겠네
성님 부야가 날 일이라도 있으신게라우	형님 부아가 날 일이라도 있으신가요
애들이 사방을 어지레 놓은 걸 보면요 엄청 부얘가 나니더	애들이 사방을 어지럽혀 놓은 걸 보면요 엄청 부아가 납니다
사램이 부잡시로와 갖고 오만 간디를 다 댕긴다	사람이 부잡스러워 갖고 오만 군데를 다 다닌다
부적아구리에 불을 옇거등	아궁이에 불을 넣거든
오늘도 모도 부지리 일하자	오늘도 모두 부지런히 일하자
할종일 부짝대이 잡고 부섴에 앉아 있었다 아이가	하루종일 부지깽이 잡고 부엌에 앉아 있었지 않았겠니
손님 오셨는디 찬이 없닥해서 부처리럴 몇 장 지질란디요	손님 오셨는데 반찬이 없다고 해서 부침개를 몇 장 부치려는데요
지상에 올릴라고 부처리를 하리 죙일 지지고 있는가	제상에 올리려고 부침개를 하루 종일 지지고 있나
비도 추적추적 오는데 오늘 즘심에는 부치미르 부체 먹자	비도 추적추적 오는데 오늘 점심에는 부침개를 부쳐 먹자
부칫돌로 화룻불을 붙이고 허제	부싯돌로 화롯불을 붙이고 하지
아가 약어서 부텀 딴청을 피우는 겨	아이가 약아서 부러 딴청을 피우는 거야
시장이 뽁작뽁작 부푼디 얼렁 집이 가세	시장이 복작복작 붐비는데 얼른 집에 가세
뱃속이 부풀항께 금방 벤소에 가고 또 가고 근단 말이여	뱃속이 부글거리니까 금방 변소에 가고 또 가고 그런단 말이야
가겟집인디 창문 유리가 부해징께 밖얼 내다보도 못허고 누가 돌라가도 몰라라우	가겟집인데 창문 유리가 부예지니까 밖을 내다보지도 못하고 누가 훔쳐가도 몰라요
쌀이 아까운디 북데기쌀이라도 함부러 하먼 안 되는 기여	쌀이 아까운데 북데기쌀이라도 함부로 하면 안 되는 거야
북띠를 야무지기 매야 소가 펜하다	뱃대끈을 야무지게 매어야 소가 편하다
북쇠 떴다	노을 진다
꼬치는 여러 본 북치기럴 해 줘야 써	고추는 여러 번 북주기를 해 줘야 돼
저닉에는 북태로 국이나 쫌 끓이 보이라	저녁에는 북어로 국이나 좀 끓여 봐라
분수지기한테 물 좀 나오게 해 달라 캐라	공공 수리 시설을 관리하는 사람한테 물 좀 나오게 해 달라고 해라
까지를 함부래 분지리지 마라꼬 했다	가지를 함부로 분지르지 말라고 했다
소나무 한나를 뚝 분질라 갖고 몬둥이를 맹글았제	소나무 하나를 뚝 분질러 가지고 몽둥이를 만들었지
대지고기는 분추랑 같이 먹으모 맛이 좋다	돼지고기는 부추랑 같이 먹으면 맛이 좋다
불각철 꾼 돈을 내노락 허니 먼 소린지 찬찬히 이약을 잠 해 보씨요	갑자기 꾼 돈을 내노라고 하니 뭔 소린지 찬찬히 이야기를 좀 해 보시오
근데 나는 와 그란지 몰라도 불건세는 잡아 가 삶아 무모 빌로 맛이 없드라	근데 나는 왜 그런지 몰라도 털 빛깔이 붉은 소는 잡아 가지고 삶아 먹으면 별로 맛이 없더라
근데 나는 와 그란지 몰라도 불건소는 잡아가 삶아 무모 빌로 맛이 없더라	근데 나는 왜 그런지 몰라도 털 빛깔이 붉은 소는 잡아서 삶아 먹으면 별로 맛이 없더라
김가는 낮부터 술을 뭈는가 얼굴이 불구무리하다	김가는 낮부터 술을 먹었는지 얼굴이 불그무레하다
불그띵띵한 거 보이 잘 익었네	불그스름한 거 보니 잘 익었네
할무이 댁 암소는 불기라서 벨로 값이 안 나간다	할머니 댁 암소는 둘치라서 별로 값이 안 나간다
즘슴은 불기쌈으 아주 배부르게 먹었아	점심은 상추쌈을 아주 배부르게 먹었어
삼복 불더우 지난 지 엊그제 같은데 발써 찬 바람이 도네	삼복 불더위 지난 지 엊그제 같은데 벌써 찬 바람이 도네
동상이 뭐 잘못한 게 있다구 가한테 불뎅이를 내냐	동생이 뭐 잘못한 게 있다고 걔한테 심술을 내냐
나이를 먹어두 불등가지 내는 버릇은 그대로라 큰일이래요	나이를 먹어도 심술 내는 버릇은 그대로라 큰일이에요
혼자 불때기를 한참 부리더이 또 혼자 지쳐 가지구 펑펑 울구 있어요	혼자 심술을 한참 부리더니 또 혼자 지쳐 가지고 펑펑 울고 있어요
불뚜개루 벙갱이 재 좀 퍼라	부삽으로 아궁이 재 좀 퍼라
돈을 솔찬히 냈는디 암만 불래불래 소릴쳐도 소들이 서로 쳐다보들 안해	돈을 꽤 많이 냈는데 암만 불래불래 소리를 쳐도 소들이 서로 쳐다보지들 않아
먼 말으 할라고 이러 동네 사람들으 불러딜엤어요	뭔 말을 하려고 이렇게 동네 사람들을 불러들였어요
마을 앞 또랑에는 붕어하구 불러지가 엄청 많았어유	마을 앞 도랑에는 붕어하고 피라미의 수컷이 엄청 많았어요
오늘 밤에 불밝이를 하그러 석우 한 통 준비해라	오늘 밤에 밤에 불을 밝히고 고기잡이 하게 석유 한 통 준비해라
벅아궁지에 재르 퍼내야 하는데 불비대이거 어데 갔나	아궁이에 재를 퍼내야 하는데 부삽이 어디 갔나
저 불살시론 놈이 함씨 앞에서 못헐 말이 없네야	저 불손한 놈이 할머니 앞에서 못할 말이 없네
고 놈은 어른이 말씀허신디 낯부닥을 자꼬 불심불심 허고 있드란다	그 녀석은 어른이 말씀하시는데 낯바닥을 자꾸 볼록볼록 하고 있더란다
나무 껍디기를 말려서 불쏘수개를 맹글었유	나무 껍데기를 말려서 불쏘시개를 만들었어요
그러커럼 눈을 불씨니 무섭다	그렇게 눈을 부릅뜨니 무섭다
어데 어른 앞에서 버릇없이 눈을 불씨고 있노	어디 어른 앞에서 버릇없이 눈을 부라리고 있니
음식을 불씸불씸 씹으민서 말을 하면 안 되아	음식을 우물우물 씹으면서 말을 하면 안 돼
불잉거리가 되우 좋으니 괴기르 꽈 먹자	불잉걸이 되우 좋으니 고기를 구워 먹자
옛날엔 불짝대기도 일으 나간다고 할 정도로 일손이 없었잖소	옛날에는 부지깽이도 일을 나간다고 할 정도로 일손이 없었잖소
오이를 이릏게 쪽쪽 째 가지구 게다가 불초를 인제 양념해서 속이다 박아유	오이를 이렇게 쪽쪽 째 가지고 게다가 부추를 인제 양념해서 속에다 박아요
소내기 때문에 오늘 불치기 하기는 다 틀맀네요	소나기 때문에 오늘 밤에 불을 밝히고 하는 고기잡이 하기는 다 틀렸네요
묵은쌀은 오래 불체야 나중에 묵기가 수월합제	묵은쌀은 오래 불려야 나중에 먹기가 수월하지
아저씨가 성질이 불칼이라서 조심 안 하모 안 덴다	아저씨가 성질이 매우 급한 성질이라서 조심하지 않으면 안 된다
기차 불통을 삶아 뭈나 목소리가 우찌 그리 크노	기차 화통을 삶아 먹었나 목소리가 어찌 그리 크니
옷이 너머 작어서 불펜시루와	옷이 너무 작아서 불편스러워
붓잽이는 그저 글만 쓰구 논일두 못 허는 사람을 말하는 겨	붓잽이는 그저 글만 쓰고 논일도 못 하는 사람을 말하는 거야
옛날에 집에사 붕그리기를 마이 해서 먹었지	옛날에 집에서 수제비를 많이 해서 먹었지
가매솥이다 먼점 물만 붛고 끓여유	가마솥에다 먼저 물만 붓고 끓여요
우리 애덜은 밤이 붜이 우는 것을 무서워해유	우리 애들은 밤에 부엉이 우는 것을 무서워해요
부엌이서 쓰는 고무래는 붝고무래지유	부엌에서 쓰는 고무래는 불고무래지요
비갯이끼르 마커 뻿게 빨어라	베갯잇을 말끔 벗겨 빨아라
가는 먼 일인가 사램이 와도 통 비깜을 안 혀	걔는 무슨 일인지 사람이 와도 통 문기척에 집 안에 있는 사람이 얼굴을 내보이는 것을 안 해
괜히 이웃집을 비꾸고 살 일이야 없다 아이요	괜히 이웃집을 성이 나서 토라지게 하고 살 일이야 없잖아요
가들이 질이 비끌어져서 못 만났당께	그들이 길이 엇갈려서 못 만났다니까
어른이 오셨는디 이 집사람들은 비끔도 안 한다냐	어른이 오셨는데 이 집사람들은 문기척에 집 안에 있는 사람이 얼굴을 내보이는 것도 안 한다니
고방 앞에 서 있이모 일꾼들이 나락섬을 딜놓을 때 걸거칭께네 한젙으로 비끼서라	고방 앞에 서 있으면 일꾼들이 볏섬을 들여놓을 때 거치적거리니까 한옆으로 비켜서라
아주무이 가게는 사거리에서 오른쪽 비끼아래에 있다	아주머니 가게는 사거리에서 오른쪽 아래와 옆의 중간 방향에 있다
그 집은 요서 비끼위로 나 있는 골목으로 가모 뎁니더	그 집은 요기서 위와 옆의 중간 방향으로 나 있는 골목으로 가면 됩니다
비네뿔은 옆으로 나서 사램이 가까이 가머 걸리적거린다	머리를 가로로 지른 비녀처럼 양쪽 옆으로 난 소의 뿔은 옆으로 나서 사람이 가까이 가면 걸리적거린다
이 씨실도 마자 비서 놓으머 오늘은 끗이다	이 씨실도 마저 마지막으로 감아서 놓으면 오늘은 끝이다
언나가 모재를 비뚤렁하게 씨구 있아	어린아이가 모자를 비뚜름하게 쓰고 있어
오늘 웃마 비라리를 해 주러 가꾸마	오늘 윗마을에 품삯을 받지 않고 해 주는 일을 해 주러 갈게
비럭땅에다 멋을 심겄소	언덕에서 돌이나 자갈이 흘러내리는 땅에 무엇을 심겠소
예전이는 동네마두 비렁배이가 많었어유	예전에는 동네마다 비렁뱅이가 많았어요
담 밑이 거지가 비루비루한 모습으루 앉어 있어유	담 밑에 거지가 꾀죄죄하고 초라한 모습으로 앉아 있어요
비룩박을 쳐다보이까네 종이 쪼가리가 붙어 있습디더	바람벽을 쳐다보니까 종이 쪼가리가 붙어 있습디다
비름박에 벡지 발라라	벽에 벽지 발라라
비문허겄지만 부모헌테 잘해라이	어련하겠지만 부모한테 잘해라
쩍서부터 비묻어오기레 여그 큰 낭구 아래 섰었어라우	저기서부터 많은 비가 다가오길래 여기 큰나무 아래 서 있었어요
지 밥벌이야 비미이 알어서 하겄지	자기 밥벌이야 어련히 알아서 하겠지
당분간 밭이는 비빨도 못 하게 햐	당분간 밭에는 얼씬도 못 하게 해
에전이는 비사릿대로 빗지락을 맹글고 그랬제	예전에는 싸릿대로 빗자루를 만들고 그랬지
고 사람은 여간해서는 비사차넌 일도 없고 쌀쌀맞당께	그 사람은 여간해서는 얼굴을 내보이는 일도 없고 쌀쌀맞다니까
성허구 아오가 비샛하게 생겼구나	형하고 아우가 비슷하게 생겼구나
그렇게 비스가니 앉어서 공부하문 허리거 아프지 않나	그렇게 비스듬히 앉아서 공부하면 허리가 아프지 않니
야들은 생긴 기 비스무리해서 누가 눈지 잘 모르겠다	얘들은 생긴 것이 비스름해서 누가 누군지 잘 모르겠다
하늘이 꾸무럭허믄 얼렁 비슬거지럴 해야 쓴다	하늘이 흐리면 얼른 비설거지를 해야 한다
그 집 막두이가 앞 비약서 굴러 불었담서라우	그 집 막둥이가 앞 비탈에서 굴러 버렸다면서요
니는 멋이 마음에 안 차 갖고 삐딱허니 서서 비양질을 헌다냐	너는 뭣이 마음에 안 차 가지고 삐딱하게 서서 비아냥거리는 짓을 한다니
조기 비왈 아래 집덜이 모여 있지유	조기 비탈 아래 집들이 모여 있지요
지는 비우치리를 못 히 갖고 비양기는 못 타겄소	저는 비위가 좋지를 못 해서 비행기는 못 타겠소
손구락에 비적이 백인 거 같은디 눈이 침침해서 잘 안 뵈이네야	손가락에 작은 나뭇조각이나 가시가 박힌 것 같은데 눈이 침침해서 잘 안 보이네
손에 비접이 백엤는가 애리네	손에 작은 나뭇조각이나 가시가 박혔는지 아리네
걍 초가 비젓이 집을 짓어 놓고 살제라우	그냥 초가 비슷이 집을 지어 놓고 살지요
요 이불솜이 비진 지 언젠디 아적까지 이불얼 꼬매도 안했다냐	요 이불솜이 비어진 지 언제인데 아직까지 이불을 꿰매지도 않았다니
추석에는 쇵편을 비지는 기 일이잖소	추석에는 송편을 빚는 게 일이잖소
언나 머리캉에 허영 비지미가 많애요	어린아이 머리카락에 허연 비듬이 많아요
소주나 한잔하그로 비지부침이나 멫 장 부치 와 보이라	소주나 한잔하게 비지떡이나 몇 장 부쳐 와 봐라
손구락에 백인 비집을 좀 빼야 쓰겄다	손가락에 박힌 작은 나뭇조각이나 가시를 좀 빼야 되겠다
비행구가 버스보다 확실히 빠리다	비행기가 버스보다 확실히 빠르다
니는 맨날 빈안하고 구차헌 야그밲이 못 하냐	너는 매일 빈한하고 구차한 이야기밖에 못 하냐
아그가 몸이 모릉깨 빈차리 가트네	아이가 몸이 마르니까 비실비실한 사람 같네
이 빈처리가 짐치 통을 워치케 욂긴단가	이 비실비실한 사람이 김치 통을 어떻게 옮긴다나
들메끈을 질끈 쫌매고 빈털가지를 올라갔는갑디다	들메끈을 질끈 잡아매고 비탈을 올라갔나 봅디다
아들이 빋을 몬 빨두룩 해라	아이들이 빗을 못 빨도록 해라
딴 아그들은 가만이 있는디 왜 너만 빌라도 까불어 쌓냐	다른 아이들은 가만히 있는데 왜 너만 유난히 까불어 대니
아부님을 빕고 겔혼 승낙을 받아야 대 꺼 아니여	아버님을 뵙고 결혼 승낙을 받아야 될 거 아니야
빗낫이 떨어지기 전에 마당에 널어논 고치를 꺼디레라	빗방울이 떨어지기 전에 마당에 널어놓은 고치를 거두어들여라
아깨 마당 쓸구 빗잘그는 어쨌나	아까 마당 쓸고 빗자루는 어쨌니
오늘은 빙기지 말고 꼭 집에 전화해라	오늘은 넘기지 말고 꼭 집에 전화해라
정때 괴기를 묵었드니 안직까징도 배가 빙빙허다	점심 때 고기를 먹었더니 아직까지도 배가 더부룩하다
가가 빙시께네 그 구박을 참고 전디는 기라	걔가 병신이니까 그 구박을 참고 견디는 거야
저러고 빙허고 댕인 애기를 어째 암도 매를 안 때린다냐	저렇게 못된 짓을 하고 다니는 아이를 어째서 아무도 매를 안 때린다니
멫 년짜 빙허고 있는 사람헌티 놀러 가작 허믄 쓰겄냐	몇 년째 병을 앓고 있는 사람한테 놀러 가자고 하면 되겠니
돈이 생기먼 빚가리부텀 해야지유	돈이 생기면 빚을 갚는 일부터 해야지요
빝으로 동상 머리카래이를 빗기 줍니더	빗으로 동생 머리카락을 빗겨 줍니다
옆집에서는 머르 빠꾸는지 하루 종일 씨끄룹드라	옆집에서는 무엇을 부수는지 하루 종일 시끄럽더라
저 건물은 낡아사 빠끄대고 다시 짓는 기 낫다	저 건물은 낡아서 부수고 다시 짓는 게 낫다
담뱃갑은 빠닥조로 된 기 꾸게지지 않고 좋잖소	담뱃갑은 매끄럽고 빳빳한 종이로 된 게 구겨지지 않고 좋잖소
빠드름한 일이니 애써 봐야 소용웂아	빤한 일이니 애써 봐야 소용없어
시간이 너머 빠드름해서 버스르 탈 수 있을라나	시간이 너무 빠듯해서 버스를 탈 수 있으려나
그 할배는 멀리 있는 도회지 길도 빠사거리하게 잘 안다	그 할아버지는 멀리 있는 도회지 길도 빠삭하게 잘 안다
빠섬장은 그냥 묵기도 하고 쌈을 싸서 묵기도 한다	빠섬장은 그냥 먹기도 하고 쌈을 싸서 먹기도 한다
빠숨장으루 쌈을 싸서 묵는다	빠숨장으로 쌈을 싸서 먹는다
가는 여개 오래 살아서 그 질에 빠싹하다	걔는 여기 오래 살아서 그 길에 빠삭하다
빠점장은 쌈을 싸서 묵기도 한다	빠점장은 쌈을 싸서 먹기도 한다
구슬을 갖고 놀다가 잘못해서 하수구에 빠잤다	구슬을 가지고 놀다가 잘못해서 하수구에 빠뜨렸다
우리 성이 울매나 심이 빡신지 아나	우리 형이 얼마나 힘이 센지 아니
흥부가 빡주로 볼따구르 맞았잖소	흥부가 밥주걱으로 볼따구니를 맞았잖소
아재넌 한 가질 보믄 열 가지럴 아는 빤닥수여	아저씨는 한 가지를 보면 열 가지를 아는 매우 영민한 사람이야
너거 어릴 때 같이 빤주깨도 하고 숨바꿈질도 하고 마이 놀았던 거 와 기억 못하노	너희 어릴 때 같이 소꿉질도 하고 숨바꼭질도 하고 많이 놀았던 거 왜 기억 못하냐
근데 나는 와 그란지 몰라도 빨간소는 잡아 가 삶아 무모 빌로 맛이 없더라	근데 나는 왜 그런지 몰라도 털의 빛깔이 붉은 소는 잡아 가지고 삶아 먹으면 별로 맛이 없더라
옛날에는 아들을 빨개벗기가 키았다	옛날에는 아이들을 빨가벗겨서 키웠다
얼굴이 빨글헌디 열 있는 거 아녀	얼굴이 빨간데 열 있는 것 아냐
옷에 먼 얼룩이 생게서 극정으 했드니 생각보다 잘 빨리킨다	옷에 무슨 얼룩이 생겨서 걱정을 했더니 생각보다 잘 빨린다
동네 얼라들이 빵께살이를 한다고 정신이 없다	동네 어린아이들이 소꿉놀이를 한다고 정신이 없다
빵두깨이 같은 거 하면서 놀던 아들이 인자는 으른이 다 대 삐맀네	소꿉질 같은 거 하면서 놀던 애들이 이제는 어른이 다 되어 버렸네
이 빵쇠에 약 쪼매 덜어 줄래	이 둥글납작한 작은 용기에 약 조금 덜어 줄래
옷에 든 물이 안 빶게 조심히 서답을 뽈아야제	옷에 든 물이 안 빠지게 조심히 빨래를 빨어야지
자는 반 아들이 빼꼼이라고 놀려사 맨날 쌈박질이잖소	쟤는 반 아이들이 눈이 작은 사람이라고 놀려서 맨날 쌈박질이잖소
동상이 내 옷을 제 끼라고 싹 빼끌아 가 삐맀다	동생이 내 옷을 제 것이라고 싹 뺏어 가 버렸다
쇳대를 한참 찾았는디 빼다깐에 들어 있등만	열쇠를 한참 찾았는데 서랍에 들어 있더구먼
칼로 멀 했가니 날이 여러크름 빼물었다냐	칼로 뭘 했관데 날이 이렇게 무디어졌다니
몸은 빼빼시라도 맘을 보먼 사람이 참말로 널루와	몸은 말라깽이라도 마음을 보면 사람이 정말 넓어
가는 애비를 빼썼다	걔는 아비를 빼쐈다
비가 빼워 벡이 다 젖었다	비가 들이쳐 벽이 다 젖었다
아가 빼쪽지름헌 막가지로 등을 찔르먼 아풍께 허지 말아라이	아가 뾰족하고 기름한 막대기로 등을 찌르면 아프니까 하지 말아라
저 빼쭉갈래가 입이 또 나온 거이 뭔 일이 또 있는갑다	저 잘 토라지는 사람이 입이 또 나온 것이 무슨 일이 또 있나 보다
뺀지그레하게 생긴 얼굴만 보지 말구 사램 됨됨이르 봐	반주그레하게 생긴 얼굴만 보지 말고 사람 됨됨이를 봐
씩는다고 목욕탕에 들어가가 있는데 갑재기 전화가 오니까네 뺄가두이로 나왔거등	씻는다고 목욕탕에 들어가서 있는데 갑자기 전화가 오니까 발가숭이로 나왔거든
알라 때는 또랑에서 뺄가쟁이로 헤엄을 치민서 놀았는데	어린아이 때는 도랑에서 발가숭이로 헤엄을 치면서 놀았는데
손지가 자꼬 놈헌티 뺌손을 허는디 아조 큰일이랑게	손주가 자꾸 남한테 뺨을 때리는 손찌검을 하는데 아주 큰일이라니까
작은 사웃감 첨 만낼 때 뺏뺏다리칠로 야웠었는디 지금은 아조 건강해	작은 사윗감 처음 만날 때 빼빼처럼 야위었었는데 지금은 아조 건강해
요짐 뺑고이는 불도 막 번쩍번쩍 막 글태이	요즘 팽이는 불도 막 번쩍번쩍 막 그렇대
저 뺑창에 핀 꽃이 그라 이쁘다라	저 바위로 이루어진 높고 큰 낭떠러지 핀 꽃이 그렇게 이쁘더라
자는 동생한테서 장난감을 뺒어서 지가 갖고 논다	쟤는 동생한테서 장난감을 뺏어서 자기가 갖고 논다
사람이 약속을 뻐그리면 안 되아	사람이 약속을 어기면 안 돼
저 사가밭은 뻐꺼지 할배가 임재라 카더라	저 사과밭은 대머리 할아버지가 임자라고 하더라
목간헐 쩨 비누 뻐끔을 많이 나게 히서 씿어야 헌당개	목욕할 때 비누 거품을 많이 나게 해서 씻어야 한다니까
뻐떡하머 눈물로 흘리이 우짜노	걸핏하면 눈물을 흘리니 어떡하니
니는 뻐떡하먼 딴소리를 하더라	너는 걸핏하면 딴소리를 하더라
뻐신 오징어럴 줘갖고 씹어 묵기가 겁나 힘드네잉	뻐센 오징어를 줘 가지고 씹어 먹기가 무척 힘드네
그 집은 엊그저께 아들 장개보냈는디 겔혼식 날 봉께 잔체를 참 뻑적지근허게 헙디다	그 집은 엊그저께 아들 장가보냈는데 결혼식 날 보니까 잔치를 참 요란하게 합디다
저 마실에는 뻗나무가 많다	저 마을에는 곧게 뻗은 나무가 많다
요새 뻘그물만 쳤닥 허믄 물 빠진 두에 괴기가 그물에 허벌나당게	요새 뻘그물만 쳤다면 물 빠진 뒤에 고기가 그물에 굉장하다니까
뻘땅을 논이로 맹글어서 농새를 짓는가 벼	개펄을 논으로 만들어서 농사를 짓는가 봐
넌 어째 넘우 말을 뻘로 듣냐	넌 어찌 남의 말을  허투루 듣냐
뻘배 끗고 뻘밭을 댕길라먼 오살나게 힘들다	뻘배 끌고 갯벌을 다니려면 엄청나게 힘들다
울 애기덜은 뻘새시럽게 전을 꼭 사탕가리다가 찍어 묵은당께	울 아이들은 별스럽게 전을 꼭 사탕가루에다 찍어 먹는다니까
뻘소리 인자 그만 허고 언능 집이나 가그라	허튼소리 이제 그만 하고 얼른 집에나 가거라
니 뻘찌도 아이민서 왜 말로 안 하노	너 벙어리도 아니면서 왜 말을 안 하니
늙은 오이는 껍디기 뻣기구 속을 발라내구 썰어 가주구서넌 볶어 먹어유	늙은 오이는 껍질 벗기고 속을 발라내고 썰어 가지고서는 볶아 먹어요
와 이래 자꾸 뻣나갈라 카노	왜 이렇게 자꾸 벗나가려고 하느냐
빈대헌티 물리문 가려운디 뻬룩헌티 물리면 따끔따금혀	빈대한테 물리면 가려운데 벼룩한테 물리면 따끔따끔해
그놈으 바닥이 저러콤 뻬마른 바닥이라 놔서 심이 없어라우	그놈의 바닥이 저렇게 메마른 바닥이라서 힘이 없어요
뻬뽀쟁이는 약으로다 묵기도 허고 반찬으로다 묵기도 허요	질경이는 약으로 먹기도 하고 반찬으로 먹기도 해요
저 집 엔쪽이 우째 뻬식하다	저 집 왼쪽이 어째 비슥하다
몸이 안 좋아서 뻬짝 안 허고 집에만 있었지라	몸이 안 좋아서 꼼짝 안 하고 집에만 있었지요
경로당에 가먼 뻰 여자들허고 나이 많이 잡순 분들뿐이여	경로당에 가면 맨 여자들하고 나이 많이 잡수신 분들뿐이야
만나기만 허먼 뻰나 지 자랑만 해	만나기만 하면 만날 자기 자랑만 해
저 높은 삥대에도 올라가 본 사람이 있잖소	저 높은 바위로 이루어진 높고 큰 낭떠러지에도 올라가 본 사람이 있잖소
밥 식어 불게 뽀깨는 왜 자꾸 열어 싼다냐	밥 식게 주발 뚜껑은 왜 자꾸 열어 쌓는다니
엄니가 깟난이를 품에 뽀둠고 젓을 멕이고 있네라우	어머니가 갓난아이를 품에 보듬고 젖을 먹이고 있네요
아무 준비도 안 해 놨는디 겔혼 날짜는 뽀득뽀득 닥칭께 이라다 큰일 나겄다	아무 준비도 안 해 놨는데 결혼 날짜는 조금씩 조금씩 닥치니까 이러다 큰일 나겠다
오랜만에 모여들 앙거서 먹응께 뽀땃허니 좋구마	오랜만에 모여들 앉아서 먹으니 오붓해서 좋구먼
콩질굼 무침에는 뽀셍이르 살짝 뿌레야 제맛이지	콩나물 무침에는 볶은 참깨를 빻은 가루를 살짝 뿌려야 제맛이지
깟난애기가 뽀시시 눈을 뜨고 인나드라고	갓난아기가 부스스 눈을 뜨고 일어나더라고
그래도 뽀짝뽀짝헝게 쫌이라도 생기는 거이 있구마	그래도 가까이하니까 조금이라도 생기는 것이 있구먼
먼 묵을 것이 있다고 요로코 뽀짝거린가	무슨 먹을 것이 있다고 이렇게 가까이하는고
서양 사람들은 쿠애가 뽀쪽하잖아	서양 사람들은 코가 뾰족하잖아
문지가 뽀하게 앉어 있으이 책장 좀 씰어라	먼지가 뽀얗게 앉아 있으니 책장 좀 쓸어라
뽁닥양지에사 일을 하니 죽겠다라	땡볕에서 일을 하니 죽겠더라
술을 마시니께 볼따구가 뽁닥하데예	술을 마시니까 볼따구니가 발그스름하데요
으른덜이 드실 진지르 차릴 때에는 꼭 뽁지깨르 덮어라	어른들이 드실 진지를 차릴 때에는 꼭 주발의 뚜껑을 덮어라
일으 다 마치고 오느라고 아주 뽂어쳤잖소	일을 다 마치고 오느라고 아주 볶아쳤잖소
느그 성이 뽄낸 대로 따라서 히 봐라이	너희 형이 본을 보인 대로 따라서 해 봐라
쩌그 뽄내미가 오는 걸 봉께 오늘 잔체도 판 깨지겄네	저기 아무 데나 잘 나서서 빠치는 사람이 오는 것을 보니까 오늘 잔치도 판 깨지겠네
나쁜 거를 남한테 뽄비지 마라	나쁜 거를 남한테 모범으로 삼아 따라 하게 하지 마라
놈을 정신 못 차리게 뽈고 댕인 사람을 사그꾼이락 헌 것이여	남을 정신 못 차리게 호리고 다니는 사람을 사기꾼이라고 하는 것이야
자는 뽈따니라사 아들이 뽈따구를 잘 꼬집다라	쟤는 볼이 튀어나온 사람이라서 아이들이 볼때기를 잘 꼬집더라
손님 오신단디 누 있지 말고 뽈딱 인나 앙거라이	손님 오신다는데 누워 있지 말고 벌떡 일어나 앉아라
니가 쬐깐헌 아그 때보톰 뽈딱쟁이였당께	네가 조그만 아이 때부터 동작이 날래고 야무진 사람이었다니까
고 사람은 뽈딱징께 벨멩도 날다래미여	그 사람은 동작이 날래고 야무지니까 별명도 날다람쥐야
자네는 하리 내 어딜 그라고 뽈뽈 댕게 싼가	자네는 하루 내내 어디를 그렇게 빨빨 다녀 대는가
